"cid","cowner","cname","ctype","cnumeric","crequired","cinsdisplaytype","cinsdisplaydata","cinsdisplayinclude","cinsdefaultvalue","cupddisplaytype","cupddisplaydata","cupddisplayinclude","cbackendlist","cdescription","csection"
"ecom_prod.imgsm","SYSTEM","Small Image","text","100","0","FILE-UPLOAD","{PUBLIC}/media/ecom/prodsm","","","FILE-UPLOAD","{PUBLIC}/media/ecom/prodsm","","0","This image is used in category displays for this product as a thumbnail image.","Images"
"ecom_prod.imgsmso","SYSTEM","Special Offer Small Image","text","100","0","FILE-UPLOAD","{PUBLIC}/media/ecom/prodsm","","","FILE-UPLOAD","{PUBLIC}/media/ecom/prodsm","","0","This image is used in category displays for this product as a thumbnail image when this offer is displayed as a Special Offer.","Configure - Special Offers"
"ecom_prod.invitemmultdisp","SYSTEM","Inventory Item(s): Multiple Item Display Type","text","50","1","SELECT-CUSTOM","ecom.invitemmultdisp","","SELECT","SELECT-CUSTOM","ecom.invitemmultdisp","","0","Select how to display multiple inventory item listings.  Valid for offer type: Inventory Item(s).","Configure - Inventory Offers"
"ecom_prod.keywords","SYSTEM","Meta Keywords","text","250","0","TEXTAREA-SMALL","","","","TEXTAREA-SMALL","","","0","Enter keywords to be used for searches and in the meta keywords tag for this product.  The default meta keywords for this software will be used if none are entered here.","Search Engine Optimization"
"ecom_prod.manufacturer","SYSTEM","Manufacturer","text","250","1","SELECT-TABLE","ecom_manus","","DEFAULT","SELECT-TABLE","ecom_manus","","0","This is the manufacturer for this product offer.  This field is used to control discounting for wholesale orders for Service / Download offer type, and to build manufacturer displays using this product offer.","Product Offer"
"ecom_prod.metadesc","SYSTEM","Meta Description","clob","","0","TEXTAREA-SMALL","","","","TEXTAREA-SMALL","","","0","Enter a description to be used in the meta description tag for this product.  The Short Product Description will be used for the meta description tag if a description isn't entered here.","Search Engine Optimization"
"ecom_prod.metatitle","SYSTEM","Meta Title","text","255","0","TEXTBOX-REG","","","","TEXTBOX-REG","","","0","Enter a title to be used in the meta title tag for this product.  The Display Name will be used for the meta title tag if a title isn't entered here.","Search Engine Optimization"
"ecom_prod.multisitedescone","SYSTEM","MultiSite Specific Description 1","clob","","0","TEXTAREA-WYSIWYG","","","","TEXTAREA-WYSIWYG","","","0","Enter a MultiSite Specific Description below.  This description can contain XHTML tags, and will be presented above the main description for this offer.","MultiSite"
"ecom_prod.multisitedesconelimit","SYSTEM","MultiSite Specific Description 1 Limit","clob","","0","CHECKBOX-TABLE","SELECT {COLS} FROM core_multisite","","","CHECKBOX-TABLE","SELECT {COLS} FROM core_multisite","","0","If MultiSite is active, and MultiSite Specific Description 1 is populated, you can select to display that descriptions on only the MultiSites selected.  If you make no selection, the description will be displayed on all MultiSites.","MultiSite"
"ecom_prod.multisitedesctwo","SYSTEM","MultiSite Specific Description 2","clob","","0","TEXTAREA-WYSIWYG","","","","TEXTAREA-WYSIWYG","","","0","Enter a MultiSite Specific Description below.  This description can contain XHTML tags, and will be presented above the main description for this offer.","MultiSite"
"ecom_prod.multisitedesctwolimit","SYSTEM","MultiSite Specific Description 2 Limit","clob","","0","CHECKBOX-TABLE","SELECT {COLS} FROM core_multisite","","","CHECKBOX-TABLE","SELECT {COLS} FROM core_multisite","","0","If MultiSite is active, and MultiSite Specific Description 2 is populated, you can select to display that descriptions on only the MultiSites selected.  If you make no selection, the description will be displayed on all MultiSites.","MultiSite"
"ecom_prod.name","SYSTEM","Display Name","text","150","1","TEXTBOX-REG","","","","TEXTBOX-REG","","","1","This is the display name for this product.","Product Offer"
"ecom_prod.offergiftpromo","SYSTEM","Offer Gift Certificate Promo Value","text","50","1","TEXTBOX-REG","","","0.00","TEXTBOX-REG","","","0","If the Offer Gift Certificate Promo is active, and you would like give away a free gift certificate with the purchase of this offer, enter a gift certificate amount below.  Enter '0.00' to disable.","Configure - All Types"
"ecom_prod.offertype","SYSTEM","Offer Type","text","50","1","SELECT-CUSTOM","ecom.offertype","ecom:formfield_offertype.php","SERVOPTDL","SELECT-CUSTOM","ecom.offertype","ecom:formfield_offertype.php","1","The offer type controls which product pricing fields and inventory controls are used for this product offer.  Select the offer type then enter inventory items pricing and complete the information in the relevant Configure tabs for the product offer.","Configure - All Types"
"ecom_prod.priceoverride","SYSTEM","Price Display Override Amount","text","50","0","TEXTBOX-REG","","","","TEXTBOX-REG","","","0","If you would like to override the pricing display for this product in listings and feeds, enter a price here.","Configure - All Types"
"ecom_prod.pricingtype","SYSTEM","Pricing Type","text","20","1","SELECT-CUSTOM","ecom.pricingtype","","REGONLY","SELECT-CUSTOM","ecom.pricingtype","","1","Select the pricing type for this offer.  This offer can be made available as a Regular Offer only, a Special Offer only, or both.","Configure - Special Offers"
"ecom_prod.prodhighlights","SYSTEM","Product Offer Highlights","clob","","0","CHECKBOX-CUSTOM","ecom.prodhighlights","","","CHECKBOX-CUSTOM","ecom.prodhighlights","","0","Select highlights to display as icons with informative tips when this product offer is displayed.  These hightlights will be presented with the offer description.","Display - Content"
"ecom_prod.prodnum","SYSTEM","Product Number","text","100","1","TEXTBOX-REG","","","","TEXTBOX-REG","","","1","This is the product number.  This number is used in some displays to identify the product.  This product number is also available for searches.","Product Offer"
"ecom_prod.prodpdf","SYSTEM","PDF File","text","100","0","FILE-UPLOAD","{PUBLIC}/media/ecom/prodpdf","","","FILE-UPLOAD","{PUBLIC}/media/ecom/prodpdf","","0","Upload a PDF file which can be downloaded on this product offer's detail page.","Display - Content"
"ecom_prod.prodsectiondisp","SYSTEM","Display Areas","clob","","0","CHECKBOX-CUSTOM","ecom.prodsectiondisp","","","CHECKBOX-CUSTOM","ecom.prodsectiondisp","","0","Select the area in the online store in which this product offer should be displayed.","Display - Content"
"ecom_prod.prodview","SYSTEM","Product Visibility Selection","text","5","1","SELECT-CUSTOM","ecom.prodview","","A","SELECT-CUSTOM","ecom.prodview","","0","This field allows you to control which users can view this product.  You can set this product up to be viewed by anyone, only users belonging to the groups you specify using the Product Visibility Groups field, or to be hidden from everyone.","Visibility"
"ecom_prod.prodviewg","SYSTEM","Product Visibility Groups","text","250","0","CHECKBOX-TABLE","SELECT {COLS} FROM core_groups","","","CHECKBOX-TABLE","SELECT {COLS} FROM core_groups","","0","If you selected to allow only certain user groups to access this product under the Product Visibility Selection field, select the groups for which this product should be made visible.","Visibility"
"ecom_prod.seoexact","SYSTEM","Use Exact SEO","integer","1","1","SELECT-BOOL","","","0","SELECT-BOOL","","","0","Select true (1) to use the exact SEO parameters defined for this item, or false (0) to allow the software to optimize SEO parameters.","Search Engine Optimization"
"ecom_prod.seourl","SYSTEM","Search Engine Optimized URL Identifier","text","200","0","TEXTBOX-SEOURL","ecom.prodshow","","","TEXTBOX-SEOURL","ecom.prodshow","","0","Enter a search engine optimized URL identifier for this product.  If you do not enter a engine optimized URL identifier, the identifier for this product will be used by default.","Search Engine Optimization"
"ecom_prod.servpriceinput","SYSTEM","Customer Input Price Status","integer","","1","SELECT-BOOL","","","0","SELECT-BOOL","","","0","Select true (1) to allow customers to input the price for this product offer, or false to rely on the pricing entered for this item.  Valid for offer type: Service / Download.","Configure - Service / Download"
"ecom_prod.servreq","SYSTEM","Servicing Required","integer","1","1","SELECT-BOOL","","","0","SELECT-BOOL","","","0","Select true (1) if orders for this item need to be serviced before being marked as complete.  Select false (0) if this item does not require servicing.  Valid for offer type: Service / Download.","Configure - Service / Download"
"ecom_prod.showpriceincartonly","SYSTEM","Show Price in Cart Only","integer","1","1","SELECT-CUSTOM","ecom.showpriceincartonly","","0","SELECT-CUSTOM","ecom.showpriceincartonly","","0","Select price display controls for this item.  You can choose to display pricing at all times (default), in the shopping cart only, or in the shopping cart and feeds only.","Configure - All Types"
"ecom_prod.sortorder","SYSTEM","Product Sort Order","integer","10","1","TEXTBOX-REG","","","1","TEXTBOX-REG","","","0","This sort order numeric allows display of products in a particular order.  Products are sorted within category and related product displays in ascending order based on this numeric indicator.","Product Offer"
"ecom_prod.sortprice","SYSTEM","Product Sort/Search Price","integer","10","1","TEXTBOX-REG","","","0","TEXTBOX-REG","","","0","The product sort/search price controls how this product is displayed in FrontEnd result sets when sorted by price.  It also controls the price used in store searches when a minimum or maximum price is entered by the user.  Enter a price here to use for this sort.  This price is not used by the software for any calculations.  A good price to use here would be the actual price for a quantity of one of this product.  This field is stored as a integer in the database without a decimal to ensure accurate sorting.","Product Offer"
"ecom_prod.specialofferforcereg","SYSTEM","Force Special Offer Display: Regular Pricing","integer","1","1","SELECT-BOOL","","","0","SELECT-BOOL","","","0","Select true (1) if this offer is not using a regular special offer discount percentage, but it should still be listed as a regular special offer.  This feature is useful to display offers as special offers which are not discounted.","Configure - Special Offers"
"ecom_prod.specialofferforcewhl","SYSTEM","Force Special Offer Display: Wholesale Pricing","integer","1","1","SELECT-BOOL","","","0","SELECT-BOOL","","","0","Select true (1) if this offer is not using a wholesale special offer discount percentage, but it should still be listed as a wholesale special offer.  This feature is useful to display offers as special offers which are not discounted.","Configure - Special Offers"
"ecom_prod.specialofferreg","SYSTEM","Special Offer Discount Percentage: Regular Pricing","text","20","1","TEXTBOX-REG","","","0.00","TEXTBOX-REG","","","0","Enter a discount percentage for regular prices used when this offer is presented as a Special Offer.  The default is '0.000', which is no discount.  If this offer is presented as a Special Offer and no discount is entered, regular prices will be used.","Configure - Special Offers"
"ecom_prod.specialofferwhl","SYSTEM","Special Offer Discount Percentage: Wholesale Pricing","text","20","1","TEXTBOX-REG","","","0.00","TEXTBOX-REG","","","0","Enter a discount percentage for wholesale prices used when this offer is presented as a Special Offer.  The default is '0.000', which is no discount.  If this offer is presented as a Special Offer and no discount is entered, wholesale prices will be used.","Configure - Special Offers"
"ecom_prod.tabfourcontent","SYSTEM","Tab 4: Content","clob","","0","TEXTAREA-WYSIWYG","","","","TEXTAREA-WYSIWYG","","","0","Enter content for the fourth tab to be displayed for this product.  If a content is entered for this tab, and a name is entered as well, this tab will be displayed.  To include the content from a webpage that's saved in the Website | Content | Webpages section, enter 'HTML:pageid' where 'pageid' is the identifier for that page.","Tabs"
"ecom_prod.tabfourname","SYSTEM","Tab 4: Name","text","20","0","TEXTBOX-REG","","","","TEXTBOX-REG","","","0","Enter a name for the fourth tab to be displayed for this product.  If a name is entered for this tab, and content is entered as well, this tab will be displayed.","Tabs"
"ecom_prod.tabonecontent","SYSTEM","Tab 1: Content","clob","","0","TEXTAREA-WYSIWYG","","","","TEXTAREA-WYSIWYG","","","0","Enter content for the first tab to be displayed for this product.  If a content is entered for this tab, and a name is entered as well, this tab will be displayed.  To include the content from a webpage that's saved in the Website | Content | Webpages section, enter 'HTML:pageid' where 'pageid' is the identifier for that page.","Tabs"
"ecom_prod.tabonename","SYSTEM","Tab 1: Name","text","20","0","TEXTBOX-REG","","","","TEXTBOX-REG","","","0","Enter a name for the first tab to be displayed for this product.  If a name is entered for this tab, and content is entered as well, this tab will be displayed.","Tabs"
"ecom_prod.tabthreecontent","SYSTEM","Tab 3: Content","clob","","0","TEXTAREA-WYSIWYG","","","","TEXTAREA-WYSIWYG","","","0","Enter content for the third tab to be displayed for this product.  If a content is entered for this tab, and a name is entered as well, this tab will be displayed.  To include the content from a webpage that's saved in the Website | Content | Webpages section, enter 'HTML:pageid' where 'pageid' is the identifier for that page.","Tabs"
"ecom_prod.tabthreename","SYSTEM","Tab 3: Name","text","20","0","TEXTBOX-REG","","","","TEXTBOX-REG","","","0","Enter a name for the third tab to be displayed for this product.  If a name is entered for this tab, and content is entered as well, this tab will be displayed.","Tabs"
"ecom_prod.tabtwocontent","SYSTEM","Tab 2: Content","clob","","0","TEXTAREA-WYSIWYG","","","","TEXTAREA-WYSIWYG","","","0","Enter content for the second tab to be displayed for this product.  If a content is entered for this tab, and a name is entered as well, this tab will be displayed.  To include the content from a webpage that's saved in the Website | Content | Webpages section, enter 'HTML:pageid' where 'pageid' is the identifier for that page.","Tabs"
"ecom_prod.tabtwoname","SYSTEM","Tab 2: Name","text","20","0","TEXTBOX-REG","","","","TEXTBOX-REG","","","0","Enter a name for the second tab to be displayed for this product.  If a name is entered for this tab, and content is entered as well, this tab will be displayed.","Tabs"
"ecom_prod.videourl","SYSTEM","Video URL","text","250","0","TEXTBOX-REG","","","","TEXTBOX-REG","","","0","Enter the URL for a video, if one is available for this product offer.  Do not enter embed code, just the video URL.","Display - Content"
"ecom_prod.whlsaleuserover","SYSTEM","Wholesale Account Discount Overrides","clob","","0","TEXTAREA-SCHEMA","email:Email Address:::1:TEXTBOX-REG:;pctbase:Base Discount Pct::0.000:1:TEXTBOX-REG:;pctprimo:Premium Discount Pct::0.000:1:TEXTBOX-REG:","","","TEXTAREA-SCHEMA","email:Email Address:::1:TEXTBOX-REG:;pctbase:Base Discount Pct::0.000:1:TEXTBOX-REG:;pctprimo:Premium Discount Pct::0.000:1:TEXTBOX-REG:","","0","This field is used to override manufacturer-level wholesale discounts on a user account basis.  Enter a wholesale user account email address and discount overrides for this offer to provide exact pricing on this offer to wholesale user accounts.","Configure - All Types"
"ecom_prod.xaddons","SYSTEM","Inventory Item AddOns Pricing Map","clob","","0","HIDDEN-REG","","","","HIDDEN-REG","","","0","","Hidden"
"ecom_prod.xaddonsdisp","SYSTEM","Inventory Item AddOns: Display Type","text","50","1","SELECT-CUSTOM","ecom.xaddonsdisp","","SELECT","SELECT-CUSTOM","ecom.xaddonsdisp","","0","Select how to display inventory item addons.  Valid for all offer types using inventory item addons.","Configure - All Types"
"ecom_prod.xcat","SYSTEM","Related Categories","clob","","0","TEXTAREA-RELATE","ecom_cat:managecat","","","TEXTAREA-RELATE","ecom_cat:managecat","","0","Select the categories that this product should be displayed in.","Display - Category"
"ecom_prod.xcatparent","SYSTEM","Additional Category Parents","clob","","0","TEXTAREA-RELATE","ecom_cat:managecat","","","TEXTAREA-RELATE","ecom_cat:managecat","","0","Select the additional category parents for this product offer.  This product offer will be displayed in category feature grid displays for these categories.","Display - Category"
"ecom_prod.xmultisite","SYSTEM","MultiSite Limit","clob","","0","CHECKBOX-TABLE","SELECT {COLS} FROM core_multisite","","","CHECKBOX-TABLE","SELECT {COLS} FROM core_multisite","","1","If MultiSite is active, you can select to display this product offer on only the MultiSites selected.  If you make no selection, this product offer will be available on all MultiSites.","MultiSite"
"ecom_prod.xpricemap","SYSTEM","Pricing Map","clob","","0","HIDDEN-REG","","","","HIDDEN-REG","","","0","","Hidden"
"ecom_prod.xprod","SYSTEM","Related Products","clob","","0","TEXTAREA-RELATE","ecom_prod:manageprod","","","TEXTAREA-RELATE","ecom_prod:manageprod","","0","Select the related products to be displayed for this product on it's product detail page.","Related and Upsell"
"ecom_prod.xprodfilterfive","SYSTEM","Slot 5 Product Filters","clob","","0","TEXTAREA-RELATE","SELECT {COLS} FROM ecom_prodfilter WHERE filterslot='5':manageprodfilterfive","","","TEXTAREA-RELATE","SELECT {COLS} FROM ecom_prodfilter WHERE filterslot='5':manageprodfilterfive","","0","Select the product filters that this product should be displayed in under filter slot 5.","Product Filters"
"ecom_prod.xprodfilterfour","SYSTEM","Slot 4 Product Filters","clob","","0","TEXTAREA-RELATE","SELECT {COLS} FROM ecom_prodfilter WHERE filterslot='4':manageprodfilterfour","","","TEXTAREA-RELATE","SELECT {COLS} FROM ecom_prodfilter WHERE filterslot='4':manageprodfilterfour","","0","Select the product filters that this product should be displayed in under filter slot 4.","Product Filters"
"ecom_prod.xprodfilterone","SYSTEM","Slot 1 Product Filters","clob","","0","TEXTAREA-RELATE","SELECT {COLS} FROM ecom_prodfilter WHERE filterslot='1':manageprodfilterone","","","TEXTAREA-RELATE","SELECT {COLS} FROM ecom_prodfilter WHERE filterslot='1':manageprodfilterone","","0","Select the product filters that this product should be displayed in under filter slot 1.","Product Filters"
"ecom_prod.xprodfilterthree","SYSTEM","Slot 3 Product Filters","clob","","0","TEXTAREA-RELATE","SELECT {COLS} FROM ecom_prodfilter WHERE filterslot='3':manageprodfilterthree","","","TEXTAREA-RELATE","SELECT {COLS} FROM ecom_prodfilter WHERE filterslot='3':manageprodfilterthree","","0","Select the product filters that this product should be displayed in under filter slot 3.","Product Filters"
"ecom_prod.xprodfiltertwo","SYSTEM","Slot 2 Product Filters","clob","","0","TEXTAREA-RELATE","SELECT {COLS} FROM ecom_prodfilter WHERE filterslot='2':manageprodfiltertwo","","","TEXTAREA-RELATE","SELECT {COLS} FROM ecom_prodfilter WHERE filterslot='2':manageprodfiltertwo","","0","Select the product filters that this product should be displayed in under filter slot 2.","Product Filters"
"ecom_prod.xprodoptions","SYSTEM","Options","clob","","0","TEXTAREA-RELATE","ecom_prodoptions:managepo","","","TEXTAREA-RELATE","ecom_prodoptions:managepo","","0","Select options to be displayed for this product offer.  Valid for offer type: Service / Download.","Configure - Service / Download"
"ecom_prod.xupsell","SYSTEM","Upsell Products","clob","","0","TEXTAREA-RELATE","ecom_prod:manageprod","","","TEXTAREA-RELATE","ecom_prod:manageprod","","0","Select the upsell products to be displayed on the shopping cart and wish list pages when items are added to the cart using this product offer.","Related and Upsell"
"ecom_prodfilter.filtername","SYSTEM","Filter Name","text","100","1","TEXTBOX-REG","","","","TEXTBOX-REG","","","1","This is the display name for this product filter.  This display name is used to present filter choices within filter slots to users browsing the online store.","Product Filter"
"ecom_prodfilter.filterslot","SYSTEM","Filter Slot","text","100","1","SELECT-CUSTOM","ecom.prodfilterslots","","","TEXTBOX-REG","","","1","This is the filter slot this product filter belongs to.  This slot is used to organize of filters for users browsing the online store.  Filter slot names and options can be edited under Product Filter settings.","Product Filter"
"ecom_prodfilter.id","SYSTEM","Identifier","text","180","1","TEXTBOX-REG","","","","DISPLAY-REG","","","1","This identifier is used within the software to specify this product filter.  Because this identifier is used in URLs and XHTML form fields, do not use spaces, periods or special characters.  Recommended characters are 0-9, a-z, A-Z and the underscore character.","Product Filter"
"ecom_prodfilter.sortorder","SYSTEM","Filter Sort Order","integer","10","1","TEXTBOX-REG","","","1","TEXTBOX-REG","","","1","This sort order numeric allows display of product filters in a particular order.  Product filters are sorted within filter slots in ascending order based on this numeric indicator.","Product Filter"
"ecom_prodoptions.description","SYSTEM","Description","clob","","0","TEXTAREA-WYSIWYG","","","","TEXTAREA-WYSIWYG","","","0","Enter a description for this option to be displayed to customers.  This description can give them instructions.  This description can contain XHTML tags.","Option"
"ecom_prodoptions.fieldinclude","SYSTEM","Form Field Include","text","100","0","HIDDEN-REG","","","","HIDDEN-REG","","","0","","Hidden"
"ecom_prodoptions.fieldorder","SYSTEM","Option Sort Order","integer","5","1","TEXTBOX-REG","","","1","TEXTBOX-REG","","","1","The option sort order numeric allows display of all the options associated with a product in a particular order.  The options are sorted in ascending order based on this numeric indicator.","Option"
"ecom_prodoptions.fieldtype","SYSTEM","Form Field Type","text","50","1","SELECT-CUSTOM","ecom.cartformtypes","","","SELECT-CUSTOM","ecom.cartformtypes","","0","This is the XHTML form field type used to display this option.  If you select a field type of Selection, Checkboxes or Radio Buttons, be sure to enter the ID for at least one option selection item below.","Option"
"ecom_prodoptions.id","SYSTEM","Identifier","text","40","1","TEXTBOX-REG","","","","DISPLAY-REG","","","1","This identifier is used within the software to specify this option.  Because this identifier is used in XHTML form fields, do not use spaces, periods or special characters.  Recommended characters are 0-9, a-z, A-Z and the underscore character.","Option"
"ecom_prodoptions.name","SYSTEM","Display Name","text","40","1","TEXTBOX-REG","","","","TEXTBOX-REG","","","1","This is the display name for this option.  It is used in displays to identify the option to the customer.","Option"
"ecom_prodoptions.optsel","SYSTEM","Selection Items","clob","","0","TEXTAREA-SCHEMA","value:Value:::1:TEXTBOX-REG:;regprice:Reg Each::0.00:1:TEXTBOX-SMALL:;whlprice:Whl Each::0.00:1:TEXTBOX-SMALL:;loyaltypoints:Points Each::0:1:TEXTBOX-SMALL:;taxclass:Tax Class::STANDARD:1:SELECT-CUSTOM:core.taxclass;taxstateprov:Tax State/Prov::STANDARD:1:SELECT-CUSTOM:core.taxstateprov;taxcountry:Tax Country::STANDARD:1:SELECT-CUSTOM:core.taxcountry;dlfile:Download File(s):::0:TEXTBOX-REG:","","","TEXTAREA-SCHEMA","value:Value:::1:TEXTBOX-REG:;regprice:Reg Each::0.00:1:TEXTBOX-SMALL:;whlprice:Whl Each::0.00:1:TEXTBOX-SMALL:;loyaltypoints:Points Each::0:1:TEXTBOX-SMALL:;taxclass:Tax Class::STANDARD:1:SELECT-CUSTOM:core.taxclass;taxstateprov:Tax State/Prov::STANDARD:1:SELECT-CUSTOM:core.taxstateprov;taxcountry:Tax Country::STANDARD:1:SELECT-CUSTOM:core.taxcountry;dlfile:Download File(s):::0:TEXTBOX-REG:","","0","Enter the selection items that are to be displayed for this option.  You must enter at least one option selection item if the Form Field Type is set to Selection, Checkboxes or Radio Buttons.  Pricing discounts for this option (Special Offers, Manufacturer Discounts, etc.) are determined by the Product Offers or Inventory Items this option is associated.  To assign one (or more) files to a selection item, enter a single file name, or a comma-delimited list of file names, for files stored in the private downloads directory.","Selection Items"
"ecom_prodoptions.required","SYSTEM","Required Indicator","integer","1","1","SELECT-BOOL","","","","SELECT-BOOL","","","1","Select whether data must be submitted (is required) for this option in order to add a product associated with this option to a customer shopping cart.","Option"
"ecom_prodoptions.section","SYSTEM","Option Section","text","150","1","TEXTBOX-REG","","","Options","TEXTBOX-REG","","","0","The name of the section of the option display form this option should be printed in.   To create a new section, simply enter in a section that has not yet been used.","Option"
"ecom_purchorditemsrec.acctsysalt","SYSTEM","Accounting System Identifier Alternate","text","200","0","HIDDEN-REG","","","","HIDDEN-REG","","","0","","Hidden"
"ecom_purchorditemsrec.acctsyspri","SYSTEM","Accounting System Identifier Primary","text","200","0","HIDDEN-REG","","","","HIDDEN-REG","","","0","","Hidden"
"ecom_purchorditemsrec.epochcreated","SYSTEM","Created Timestamp","text","30","1","","","","","DISPLAY-DATE","","","0","","Purchase Order Item"
"ecom_purchorditemsrec.id","SYSTEM","Received Purchase Order Item ID","text","60","1","","","","","HIDDEN-REG","","","0","","Hidden"
"ecom_purchorditemsrec.itemname","SYSTEM","Item Name","text","200","1","","","","","DISPLAY-REG","","","1","","Purchase Order Item"
"ecom_purchorditemsrec.itemnote","SYSTEM","Item Notes","clob","","0","","","","","TEXTAREA-SMALL","","","0","Notes associated with this item.","Purchase Order Item"
"ecom_purchorditemsrec.itemnum","SYSTEM","Item Number","text","200","1","","","","","DISPLAY-REG","","","1","","Purchase Order Item"
"ecom_purchorditemsrec.itemquan","SYSTEM","Quantity","text","10","1","","","","","DISPLAY-REG","","","1","","Purchase Order Item"
"ecom_purchorditemsrec.orderitemid","SYSTEM","Dropship Order Item Identifier","text","50","0","","","","","DISPLAY-REG","","","0","","Purchase Order Item"
"ecom_purchorditemsrec.purchordid","SYSTEM","Purchase Order Number","text","50","1","","","","","DISPLAY-REG","","","1","","Purchase Order Item"
"ecom_purchorditemsrec.purchorditemid","SYSTEM","Purchase Order Item Identifier","text","60","1","","","","","HIDDEN-REG","","","0","","Purchase Order Item"
"ecom_purchorditemsrec.subtotal","SYSTEM","Total","text","10","1","","","","","DISPLAY-REG","","","1","","Purchase Order Item"
"ecom_purchorditemsrec.vendordesc","SYSTEM","Vendor Description","text","200","1","","","","","DISPLAY-REG","","","0","","Purchase Order Item"
"ecom_purchorditemsrec.vendoritemid","SYSTEM","Vendor MPN","text","200","1","","","","","DISPLAY-REG","","","0","","Purchase Order Item"
"ecom_purchorditemsrec.xinvid","SYSTEM","Inventory Item Identifier","text","200","1","","","","","","DISPLAY-REG","","0","","Purchase Order Item"
"ecom_purchorditemsreq.acctsysalt","SYSTEM","Accounting System Identifier Alternate","text","200","0","HIDDEN-REG","","","","HIDDEN-REG","","","0","","Hidden"
"ecom_purchorditemsreq.acctsyspri","SYSTEM","Accounting System Identifier Primary","text","200","0","HIDDEN-REG","","","","HIDDEN-REG","","","0","","Hidden"
"ecom_purchorditemsreq.epochcreated","SYSTEM","Created Timestamp","text","30","1","","","","","DISPLAY-DATE","","","0","","Purchase Order Item"
"ecom_purchorditemsreq.id","SYSTEM","Requested Purchase Order Item ID","text","60","1","","","","","HIDDEN-REG","","","0","","Hidden"
"ecom_purchorditemsreq.itemname","SYSTEM","Item Name","text","200","1","","","","","DISPLAY-REG","","","1","","Purchase Order Item"
"ecom_purchorditemsreq.itemnote","SYSTEM","Item Notes","clob","","0","","","","","TEXTAREA-SMALL","","","0","Notes associated with this item.","Purchase Order Item"
"ecom_purchorditemsreq.itemnum","SYSTEM","Item Number","text","200","1","","","","","DISPLAY-REG","","","1","","Purchase Order Item"
"ecom_purchorditemsreq.itemquan","SYSTEM","Quantity","text","10","1","","","","","DISPLAY-REG","","","1","","Purchase Order Item"
"ecom_purchorditemsreq.orderitemid","SYSTEM","Dropship Order Item Identifier","text","50","0","","","","","DISPLAY-REG","","","0","","Purchase Order Item"
"ecom_purchorditemsreq.purchordid","SYSTEM","Purchase Order Number","text","50","1","","","","","DISPLAY-REG","","","1","","Purchase Order Item"
"ecom_purchorditemsreq.subtotal","SYSTEM","Total","text","10","1","","","","","DISPLAY-REG","","","1","","Purchase Order Item"
"ecom_purchorditemsreq.vendordesc","SYSTEM","Vendor Description","text","200","1","","","","","DISPLAY-REG","","","0","","Purchase Order Item"
"ecom_purchorditemsreq.vendoritemid","SYSTEM","Vendor MPN","text","200","1","","","","","DISPLAY-REG","","","0","","Purchase Order Item"
"ecom_purchorditemsreq.xinvid","SYSTEM","Inventory Item Identifier","text","200","1","","","","","","DISPLAY-REG","","0","","Purchase Order Item"
"ecom_purchords.acctsysalt","SYSTEM","Accounting System Identifier Alternate","text","200","0","HIDDEN-REG","","","","HIDDEN-REG","","","0","","Hidden"
"ecom_purchords.acctsysaltmod","SYSTEM","Accounting System Modification Flag Alternate","integer","1","1","HIDDEN-REG","","","0","HIDDEN-REG","","","0","","Hidden"
"ecom_purchords.acctsysdata","SYSTEM","Accounting System Data","clob","","0","HIDDEN-REG","","","","HIDDEN-REG","","","0","","Hidden"
"ecom_purchords.acctsyspri","SYSTEM","Accounting System Identifier Primary","text","200","0","HIDDEN-REG","","","","HIDDEN-REG","","","0","","Hidden"
"ecom_purchords.acctsysprimod","SYSTEM","Accounting System Modification Flag Primary","integer","1","1","HIDDEN-REG","","","0","HIDDEN-REG","","","0","","Hidden"
"ecom_purchords.addone","SYSTEM","Address Line 1","text","150","0","","","","","TEXTBOX-REG","","","0","","Dropship Information"
"ecom_purchords.addtwo","SYSTEM","Address Line 2","text","150","0","","","","","TEXTBOX-REG","","","0","","Dropship Information"
"ecom_purchords.city","SYSTEM","City","text","150","0","","","","","TEXTBOX-REG","","","0","","Dropship Information"
"ecom_purchords.company","SYSTEM","Company","text","250","0","","","","","TEXTBOX-REG","","","0","","Dropship Information"
"ecom_purchords.country","SYSTEM","Country","text","200","0","","","","","TEXTBOX-REG","","","0","","Dropship Information"
"ecom_purchords.epochpurchord","SYSTEM","Created","text","30","1","","","","","DISPLAY-DATE","","","1","","Purchase Order"
"ecom_purchords.fname","SYSTEM","First Name","text","250","0","","","","","TEXTBOX-REG","","","0","","Dropship Information"
"ecom_purchords.id","SYSTEM","Purchase Order Number","text","30","1","","","","","DISPLAY-REG","","","1","","Purchase Order"
"ecom_purchords.lname","SYSTEM","Last Name","text","250","0","","","","","TEXTBOX-REG","","","1","","Dropship Information"
"ecom_purchords.memoone","SYSTEM","Memo One","clob","","0","","","","","TEXTAREA-SMALL","","","0","","Memos"
"ecom_purchords.memotwo","SYSTEM","Memo Two","clob","","0","","","","","TEXTAREA-SMALL","","","0","","Memos"
"ecom_purchords.orderid","SYSTEM","Dropship Order Number","clob","","0","","","","","DISPLAY-REG","","","1","","Dropship Information"
