"id","name","app","section","displaytype","displaydata","displayinclude","required","value","description"
"ecom.orderman_reviewitemprice","Order Review Item Check: Price","ecom","Order Manager","TEXTBOX-REG","","","0","150.00","Enter a single item price for review item checks to trigger a check (along with a quantity) for items ordered, at or above, a set price/quantity level."
"ecom.orderman_reviewitemquan","Order Review Item Check: Quantity","ecom","Order Manager","TEXTBOX-REG","","","0","2","Enter a quantity for review item checks to trigger a check (along with the price) for items ordered at, or above, a set price/quantity level."
"ecom.orderman_reviewshipmethods","Order Review Shipping Methods","ecom","Order Manager","TEXTAREA-SMALL","","","0","Error Calculating Rates, Store Pickup","Enter a single, or comma-delimited list, of partial shipping method names which, when matched, will cause an order to be marked for review.  As this listing is of partial names used for matches, entering a partial method name like 'Freight' will match on all orders containing any shipping method that contains the string 'Freight'."
"ecom.orderman_sendcompletemails","Send Order Completed Mail Messages","ecom","Order Manager","SELECT-BOOL","","","1","1","Select true (1) to send order complete mail messages to customers when orders are completed, or false (0) to suppress sending these mail messages."
"ecom.orderman_sendshipmails","Send Order Shipped Mail Messages","ecom","Order Manager","SELECT-BOOL","","","1","1","Select true (1) to send order shipped mail messages to customers when orders are shipped, or false (0) to suppress sending these mail messages."
"ecom.orderman_shiptotalchangememoprefill","Increase Delivery Total: Delivery Memo Prefill","ecom","Order Manager","TEXTAREA-SMALL","","","0","","Enter a Delivery Memo to be prefilled for use in the Increase Delivery Total function."
"ecom.orderman_unpaidmaildispadd","Display Payment Address on Unpaid Customer Order Mail Messages","ecom","Order Manager","SELECT-BOOL","","","1","1","Select true (1) to display the payment address on unpaid customer order mail messages, or false (0) to suppress the payment address."
"ecom.ordernumprefix","Order Number Prefix","ecom","Checkout","TEXTBOX-REG","","","1","DT","If you select a prefixed Order Number Type, enter an order number prefix here.  This prefix will be appended to all order numbers."
"ecom.ordernumtype","Order Number Type","ecom","Checkout","SELECT-CUSTOM","ecom.ordernumtype","","1","PD","Select the type of order number generated by this software for orders."
"ecom.ordershowdisc","Display Compare Savings","ecom","Checkout","SELECT-BOOL","","","1","1","Select true (1) to display comparison savings on orders when pricing is discounted (wholesale, special offer pricing, sale pricing, etc)."
"ecom.packagedealdesc","Package Deal Description","ecom","Package Deals","TEXTAREA-SMALL","","","1","Package Deals offer great pricing on a bundle of items.","This description is used when displaying information about Package Deals."
"ecom.packagedealname","Package Deal Display Name","ecom","Package Deals","TEXTBOX-REG","","","1","Package Deal","This display name is used for all references to Package Deals."
"ecom.paymenttokenuserman","Allow Users to Manage Payment Tokens","ecom","Checkout","SELECT-BOOL","","","1","1","Select true (1) to allow users to manage the storage of payment tokens for their account.   Payment tokens are stored only for processing gateways which utilize them.  Selecting false (0) will disable the save token choice in checkout, and will remove the ability to delete tokens from the account section."
"ecom.paypalipnactivated","Instant Payment Notification (IPN) Activated Status","ecom","PayPal Standard Settings","SELECT-BOOL","","","1","0","In order to properly validate PayPal Standard transactions, IPN must be activated at PayPal.  You can activate IPN on PayPal by accessing Account Settings / Website Payments / Instant Payment Notifications and choosing to turn on IPN and entering an IPN URL (use a URL similar to https://domain.com/utilities/ecomrelay.php).  If MultiSite is active, the IPN URL will be dynamically changed."
"ecom.paypalpdttoken","Payment Data Transfer Token","ecom","PayPal Standard Settings","TEXTBOX-REG","","","0","","Enter your PayPal Payment Data Transfer Token.  You can obtain a token from PayPal by accessing Account Settings / Website Payments / Website Preferences and choosing to turn on auto return (use a URL similar to https://domain.com/utilities/ecomrelay.php), and choosing to turn on payment data transfer.  A token will be provided."
"ecom.paypalproapiurl","API URL","ecom","PayPal Website Payments Pro Settings","DISPLAY-REG","","","1","https://api.paypal.com/2.0/","This is the API URL used by this software to connect to the PayPal Website Payments Pro SOAP server."
"ecom.paypalprocurr","Currency Code","ecom","PayPal Website Payments Pro Settings","TEXTBOX-REG","","","1","GBP","Enter the three letter currency code of the currency you wish to use for PayPal Website Payments Pro payments.  This currency code should be the same as the the currency you've used to enter your products in the Catalog Manager.  Examples: USD, GBP, CAD, JPY, etc."
"ecom.paypalproexpemail","PayPal Express Checkout Email","ecom","PayPal Website Payments Pro Settings","TEXTBOX-REG","","","1","sales@dorotape.co.uk","If an API username, password and their associated keyfile contents are not entered, this email address is used with this software's API username to faciliate PayPal Website Payments Pro Express Checkout."
"ecom.paypalproexplink","Enable PayPal Express Checkout Link","ecom","PayPal Website Payments Pro Settings","SELECT-BOOL","","","1","1","Select true to activate the PayPal Website Payments Pro Express Checkout Link.  PayPal requires the use of the Express method if you also choose to use the Direct method."
"ecom.paypalprokey","Keyfile Contents (API Keyfile)","ecom","PayPal Website Payments Pro Settings","TEXTAREA-REG","","","1","-----BEGIN RSA PRIVATE KEY-----
...
-----END RSA PRIVATE KEY-----
-----BEGIN CERTIFICATE-----
...
-----END CERTIFICATE-----","The contents of the API key file you downloaded from PayPal (cert_key_pem.txt) need to be entered into the field below.  This key file should be associated with the API Password you enter on this page.  You can use an API Keyfile instead of an API Signature."
"ecom.paypalpropass","API Login: User Password","ecom","PayPal Website Payments Pro Settings","TEXTBOX-CRYPT","","","0","yfW2DOg+4tk=","Enter your PayPal Website Payments Pro API password that you selected for your API username."
"ecom.paypalprosig","API Login: Signature","ecom","PayPal Website Payments Pro Settings","TEXTBOX-CRYPT","","","0","","Enter your PayPal Website Payments Pro API signature.  You can use an API Signature instead of an API Keyfile."
"ecom.paypalprouser","API Login: User Name","ecom","PayPal Website Payments Pro Settings","TEXTBOX-REG","","","0","api_username","Enter your PayPal Website Payments Pro API username that was provided to you by PayPal."
"ecom.pointsmultcookie","Points Multiplier Limits: Cookie Value","ecom","Promo: Loyalty Points Multiplier","TEXTBOX-REG","","","1","POINTSMULTCOOKIE","When the points multiplier has a value greater than one (1), and limited to customers with a special cookie, this is the value used for the cookie issued to the customer."
"ecom.pointsmultheader","Points Multiplier Heading","ecom","Promo: Loyalty Points Multiplier","TEXTAREA-SMALL","","","0","Congratulations!  You've Qualified for Double Loyalty Points on everything you purchase today!  The loyalty points you see displayed on our site have already been doubled.","When the points multiplier has a value greater than one (1), and active for the customer, this heading can be displayed in the online store to alert the customer."
"ecom.pointsmultlimits","Points Multiplier Limitations","ecom","Promo: Loyalty Points Multiplier","CHECKBOX-CUSTOM","ecom.pointsmultlimits","","0","","When the points multiplier has a value greater than one (1), you can select to limit point multiplication to customers.  Select the limitations you would like to put into place for the points multiplier.  Selecting no limitations will multiply points for all shoppers."
"ecom.pointsmultusergroups","Points Multiplier Limits: User Groups","ecom","Promo: Loyalty Points Multiplier","CHECKBOX-TABLE","SELECT {COLS} FROM core_groups","","0","","When the points multiplier has a value greater than one (1), and limited to certain user groups, this listing controls which groups are allowed access."
"ecom.presdimerr","Realtime: Present Dimensional Error Notices","ecom","Shipping Settings","SELECT-BOOL","","","1","1","If the dimensions of a shipment are above the maximum dimensions allowed by a realtime carrier and an error is produced as a result, in addition to using the Shipping Error Carrier Name and Amount for the rate, a notice can be presented by this software.  Select true below to present this notice, or false to suppress it."
"ecom.presweighterr","Realtime: Present Weight Error Notices","ecom","Shipping Settings","SELECT-BOOL","","","1","1","If the weight of a shipment is above the maximum weight allowed by a realtime carrier and an error is produced as a result, in addition to using the Shipping Error Carrier Name and Amount for the rate, a notice can be presented by this software.  Select true below to present this notice, or false to suppress it."
"ecom.proddisppg","Product Listing: Display per Page","ecom","Categories: Standard View","SELECT-CUSTOM","ecom.proddisppg","","1","60","Select how many products should be displayed per page by default in standard view product listings."
"ecom.prodfilterfiveactive","Slot 5 Filter: Activate","ecom","Product Filters","SELECT-BOOL","","","1","1","Select true to activate the product filter in slot 5.  This filter works based on the slot 5 filters selected for products.  Note that the product filter must be activated for this setting to take effect."
"ecom.prodfilterfivename","Slot 5: Name","ecom","Product Filters","TEXTBOX-REG","","","1","Finish","Enter a name for the product filter in slot 5 to be displayed to users browsing the online store."
"ecom.prodfilterfivesort","Slot 5: Sort Order","ecom","Product Filters","TEXTBOX-REG","","","1","50","Enter a sort order for the product filter in slot 5.  This sort order should be numeric and will be used to control the order in which this filter is displayed."
"ecom.prodfilterfouractive","Slot 4 Filter: Activate","ecom","Product Filters","SELECT-BOOL","","","0","1","Select true to activate the product filter in slot 4.  This filter works based on the slot 4 filters selected for products.  Note that the product filter must be activated for this setting to take effect."
"ecom.prodfilterfourname","Slot 4: Name","ecom","Product Filters","TEXTBOX-REG","","","1","Colour Filter","Enter a name for the product filter in slot 4 to be displayed to users browsing the online store."
"ecom.prodfilterfoursort","Slot 4: Sort Order","ecom","Product Filters","TEXTBOX-REG","","","1","40","Enter a sort order for the product filter in slot 4.  This sort order should be numeric and will be used to control the order in which this filter is displayed."
"ecom.prodfilteroneactive","Slot 1 Filter: Activate","ecom","Product Filters","SELECT-BOOL","","","1","1","Select true to activate the product filter in slot 1.  This filter works based on the slot 1 filters selected for products.  Note that the product filter must be activated for this setting to take effect."
"ecom.prodfilteronename","Slot 1: Name","ecom","Product Filters","TEXTBOX-REG","","","1","Adhesive Properties","Enter a name for the product filter in slot 1 to be displayed to users browsing the online store."
"ecom.prodfilteronesort","Slot 1: Sort Order","ecom","Product Filters","TEXTBOX-REG","","","1","10","Enter a sort order for the product filter in slot 1.  This sort order should be numeric and will be used to control the order in which this filter is displayed."
"ecom.prodfilterpriceactive","Price Filter: Activate","ecom","Product Filters","SELECT-BOOL","","","1","0","Select true to activate the price product filter.  This filter works based on the sort price entered for products.  Note that the product filter must be activated for this setting to take effect."
"ecom.prodfilterpricename","Price Filter: Name","ecom","Product Filters","TEXTBOX-REG","","","1","Price Range","Enter a name for the price product filter to be displayed to users browsing the online store."
"ecom.prodfilterpricesort","Price Filter: Sort Order","ecom","Product Filters","TEXTBOX-REG","","","1","60","Enter a sort order for the price product filter.  This sort order should be numeric and will be used to control the order in which this filter is displayed."
"ecom.prodfilterthreeactive","Slot 3 Filter: Activate","ecom","Product Filters","SELECT-BOOL","","","1","1","Select true to activate the product filter in slot 3.  This filter works based on the slot 3 filters selected for products.  Note that the product filter must be activated for this setting to take effect."
"ecom.prodfilterthreename","Slot 3: Name","ecom","Product Filters","TEXTBOX-REG","","","1","Suitability","Enter a name for the product filter in slot 3 to be displayed to users browsing the online store."
"ecom.prodfilterthreesort","Slot 3: Sort Order","ecom","Product Filters","TEXTBOX-REG","","","1","30","Enter a sort order for the product filter in slot 3.  This sort order should be numeric and will be used to control the order in which this filter is displayed."
"ecom.prodfiltertwoactive","Slot 2 Filter: Activate","ecom","Product Filters","SELECT-BOOL","","","1","1","Select true to activate the product filter in slot 2.  This filter works based on the slot 2 filters selected for products.  Note that the product filter must be activated for this setting to take effect."
"ecom.prodfiltertwoname","Slot 2: Name","ecom","Product Filters","TEXTBOX-REG","","","1","Material Type","Enter a name for the product filter in slot 2 to be displayed to users browsing the online store."
"ecom.prodfiltertwosort","Slot 2: Sort Order","ecom","Product Filters","TEXTBOX-REG","","","1","20","Enter a sort order for the product filter in slot 2.  This sort order should be numeric and will be used to control the order in which this filter is displayed."
"ecom.prodlistdescdisp","Product Listing: Display Short Description","ecom","Categories: Standard View","SELECT-BOOL","","","1","1","Select true to display the product short description in standard view product listings."
"ecom.prodlistformdisp","Product Listing: Display Add Button(s)","ecom","Categories: Standard View","SELECT-BOOL","","","1","1","Select true to display add to cart, add to wish list and/or view options buttons in standard view product listings."
"ecom.prodlistnum","Product Listing: Display per Row","ecom","Categories: Standard View","SELECT-CUSTOM","ecom.catdisprow","","1","4","This setting controls how many products are displayed horizontally per row in wide (desktop) display mode for standard view product listings."
"ecom.prodshowimgpop","Use PopUp/Modal Functionality For Images","ecom","Product Detail Pages","SELECT-BOOL","","","1","1","Select true to display popup/model functionality for extra large product images, or false to suppress it."
"ecom.prodshowimgzoom","Use Zoom Functionality For Images","ecom","Product Detail Pages","SELECT-BOOL","","","1","1","Select true to display zoom functionality for large product images, or false to suppress it.  When zoom functionality is activated, zoom functionality is automatically enabled."
"ecom.prodshowpriceautoupdate","Enable Ajax Price Auto Updates","ecom","Product Detail Pages","SELECT-BOOL","","","1","1","Select true to enable ajax price auto updates on the product detail page, or false to disable them."
"ecom.prodshow_social_facebook","Display Facebook Like Button","ecom","Product Detail Pages","SELECT-BOOL","","","1","0","Select true to display a Facebook like button on product detail pages, or false to suppress the button."
"ecom.prodshow_social_googleplus","Display Google Plus Button","ecom","Product Detail Pages","SELECT-BOOL","","","1","0","Select true to display a Google plus button on product detail pages, or false to suppress the button."
"ecom.prodshow_social_linkedin","Display LinkedIn Share Button","ecom","Product Detail Pages","SELECT-BOOL","","","1","1","Select true to display a LinkedIn share button on product detail pages, or false to suppress the button."
"ecom.prodshow_social_pinterest","Display Pinterest PinIt Button","ecom","Product Detail Pages","SELECT-BOOL","","","1","0","Select true to display a Pinterest pinit button on product detail pages, or false to suppress the button."
"ecom.prodshow_social_twitter","Display Twitter Tweet Button","ecom","Product Detail Pages","SELECT-BOOL","","","1","0","Select true to display a Twitter tweet button on product detail pages, or false to suppress the button."
"ecom.promofreegiftcertactive","Free Gift Certificate Promo Status","ecom","Promo: Free Gift Certificate","SELECT-BOOL","","","1","0","Select true to activate the Free Gift Certificate promo.  When active, gift certificates are generated for orders based on the total spent."
"ecom.promofreegiftcertbreakpoint","Free Gift Certificate Order Total Breakpoint","ecom","Promo: Free Gift Certificate","TEXTBOX-REG","","","1","30.00","Enter a positive amount to use as an order total breakpoint to determine if a Free Gift Certificate should be delivered with an order."
"ecom.promofreegiftcertdesc","Shopping Cart Descriptive Text","ecom","Promo: Free Gift Certificate","TEXTAREA-SMALL","","","0","","This description is used to provide more information in the Free Gift Certificate promotion area on the shopping cart page."
"ecom.promofreegiftcertexpdate","Free Gift Certificate Expiration","ecom","Promo: Free Gift Certificate","TEXTBOX-REG","","","1","180","Enter an end date, or a number of days until expiration from the order date, for gift certificates issued under the Free Gift Certificate promotion.  If a date is entered, it must be entered in ISO 8601 (YYYY-MM-DD) format.  If a number of days is entered, enter a positive number, 1 (for one day) or greater.  Enter zero (0) to not set an expiration date."
"ecom.promofreegiftcertmultlimit","Free Gift Certificate Multiplier Limit","ecom","Promo: Free Gift Certificate","TEXTBOX-REG","","","1","0","If Free Gift Certificate Multiplier Status is set to true (1), enter a multiplier limit to limit the maximum Gift Certificate Value and Order Total Breakpoint.  Enter zero (0) to use no limit."
"ecom.promofreegiftcertmultstatus","Free Gift Certificate Multiplier Status","ecom","Promo: Free Gift Certificate","SELECT-BOOL","","","1","0","Select true (1) to allow multiplication of the Gift Certificate Value by the number of times the Order Total Breakpoint is seen in the Order Total."
"ecom.promofreegiftcertname","Free Gift Certificate Promo Name","ecom","Promo: Free Gift Certificate","TEXTBOX-REG","","","1","Cash Reward","Enter a name for the Free Gift Certificate promotion."
"ecom.promofreegiftcertofferid","Free Gift Certificate Product Offer ID","ecom","Promo: Free Gift Certificate","TEXTBOX-REG","","","1","GIFTCERTIFICATE","Enter the identifier of a product offer which is set up as a service with the Auto-Generate Gift Certificate field set to true (1).  The product offer you specify will be used to create the gift certificate for this promotion."
"ecom.promofreegiftcertpayout","Free Gift Certificate Value","ecom","Promo: Free Gift Certificate","TEXTBOX-REG","","","1","5.00","This is the Gift Certificate value. Enter a currency amount using the base currency for this component. Do not include a currency symbol - enter only an amount (example: 10.00)."
"ecom.promofreegiftcertstartdate","Free Gift Certificate Start","ecom","Promo: Free Gift Certificate","TEXTBOX-REG","","","1","1","Enter a start date for gift certificates issued under the Free Gift Certificate promotion.  If a date is entered, it must be entered in ISO 8601 (YYYY-MM-DD) format.  If a number of days is entered, enter 0 (for the order date), or greater."
"ecom.promofreeprodactive","Free Product Offer Promo Status","ecom","Promo: Free Product Offer","SELECT-BOOL","","","1","0","Select true to activate the Free Product Offer promo.  When active, free Product Offers are added to the shopping cart based on the total spent."
"ecom.promofreeprodminvalue1","Level 1: Minimum Order Total","ecom","Promo: Free Product Offer","TEXTBOX-REG","","","1","1000.00","Level 1: Minimum shopping cart total, or '0.00' to deactivate level."
"ecom.promofreeprodminvalue2","Level 2: Minimum Order Total","ecom","Promo: Free Product Offer","TEXTBOX-REG","","","1","2000.00","Level 2: Minimum shopping cart total, or '0.00' to deactivate level."
"ecom.promofreeprodminvalue3","Level 3: Minimum Order Total","ecom","Promo: Free Product Offer","TEXTBOX-REG","","","1","0.00","Level 3: Minimum shopping cart total, or '0.00' to deactivate level."
"ecom.promofreeprodminvalue4","Level 4: Minimum Order Total","ecom","Promo: Free Product Offer","TEXTBOX-REG","","","1","0.00","Level 4: Minimum shopping cart total, or '0.00' to deactivate level."
"ecom.promofreeprodminvalue5","Level 5: Minimum Order Total","ecom","Promo: Free Product Offer","TEXTBOX-REG","","","1","0.00","Level 5: Minimum shopping cart total, or '0.00' to deactivate level."
"ecom.promofreeprodminvalue6","Level 6: Minimum Order Total","ecom","Promo: Free Product Offer","TEXTBOX-REG","","","1","0.00","Level 6: Minimum shopping cart total, or '0.00' to deactivate level."
"ecom.promofreeprodminvalue7","Level 7: Minimum Order Total","ecom","Promo: Free Product Offer","TEXTBOX-REG","","","1","0.00","Level 7: Minimum shopping cart total, or '0.00' to deactivate level."
"ecom.promofreeprodname","Free Product Offer Promo Name","ecom","Promo: Free Product Offer","TEXTBOX-REG","","","1","Insane Item Givaway","Enter a name for the Free Product Offer promotion."
"ecom.promofreeprodprodid1","Level 1: Product Offer ID","ecom","Promo: Free Product Offer","TEXTBOX-REG","","","0","DEMO-540","Level 1: Enter the identifier of the product offer to add to shopping carts when this level is met."
"ecom.promofreeprodprodid2","Level 2: Product Offer ID","ecom","Promo: Free Product Offer","TEXTBOX-REG","","","0","DEMO-550","Level 2: Enter the identifier of the product offer to add to shopping carts when this level is met."
"ecom.promofreeprodprodid3","Level 3: Product Offer ID","ecom","Promo: Free Product Offer","TEXTBOX-REG","","","0","","Level 3: Enter the identifier of the product offer to add to shopping carts when this level is met."
"ecom.promofreeprodprodid4","Level 4: Product Offer ID","ecom","Promo: Free Product Offer","TEXTBOX-REG","","","0","","Level 4: Enter the id of the product you want to add to cart if this level is met."
"ecom.promofreeprodprodid5","Level 5: Product Offer ID","ecom","Promo: Free Product Offer","TEXTBOX-REG","","","0","","Level 5: Enter the identifier of the product offer to add to shopping carts when this level is met."
"ecom.promofreeprodprodid6","Level 6: Product Offer ID","ecom","Promo: Free Product Offer","TEXTBOX-REG","","","0","","Level 6: Enter the identifier of the product offer to add to shopping carts when this level is met."
"ecom.promofreeprodprodid7","Level 7: Product Offer ID","ecom","Promo: Free Product Offer","TEXTBOX-REG","","","0","","Level 7: Enter the identifier of the product offer to add to shopping carts when this level is met."
"ecom.promooffergiftcertactive","Offer Gift Certificate Promo Status","ecom","Promo: Offer Gift Certificates","SELECT-BOOL","","","1","0","Select true to activate the Offer Gift Certificate promo.  When active, gift certificates are generated for offers which have an Offer Gift Certificate Promo Value."
"ecom.promooffergiftcertexpdate","Offer Gift Certificate Expiration","ecom","Promo: Offer Gift Certificates","TEXTBOX-REG","","","1","180","Enter an end date, or a number of days until expiration from the order date, for gift certificates issued under the Offer Gift Certificate promotion.  If a date is entered, it must be entered in ISO 8601 (YYYY-MM-DD) format.  If a number of days is entered, enter a positive number, 1 (for one day) or greater.  Enter zero (0) to not set an expiration date."
"ecom.promooffergiftcertlimit","Offer Gift Certificate Limit","ecom","Promo: Offer Gift Certificates","TEXTBOX-REG","","","1","0","Enter limit to limit the maximum Gift Certificate Value and for the Offer Gift Certificate promotion.  Enter zero (0) to use no limit."
"ecom.promooffergiftcertname","Offer Gift Certificate Promo Name","ecom","Promo: Offer Gift Certificates","TEXTBOX-REG","","","1","Extra Savings Gift Certificate","Enter a name for the Offer Gift Certificate promotion."
"ecom.promooffergiftcertofferid","Offer Gift Certificate Product Offer ID","ecom","Promo: Offer Gift Certificates","TEXTBOX-REG","","","1","GIFTCERTIFICATE","Enter the identifier of a product offer which is set up as a service with the Auto-Generate Gift Certificate field set to true (1).  The product offer you specify will be used to create the gift certificate for this promotion."
"ecom.promooffergiftcertstartdate","Offer Gift Certificate Start","ecom","Promo: Offer Gift Certificates","TEXTBOX-REG","","","1","1","Enter a start date for gift certificates issued under the Offer Gift Certificate promotion.  If a date is entered, it must be entered in ISO 8601 (YYYY-MM-DD) format.  If a number of days is entered, enter 0 (for the order date), or greater."
"ecom.purchordidshorten","Purchase Order Number: Auto-Shorten","ecom","Purchase Orders","SELECT-BOOL","","","1","0","Select true (1) to auto-shorten purchase order numbers.  This setting is typically activated if you're using a prefixed purchase order number type and the purchase order numbers generated are too long for the systems some vendors use.  Auto-shortening decreases date-formatted years to two digics, eliminates the 'PO' prefix, and reduces all other prefixes to one character.  Example: A shortened version of POXXX201701011 is X1701011."
"ecom.purchordidtype","Purchase Order Number Type","ecom","Purchase Orders","SELECT-CUSTOM","ecom.ordernumtype","","1","PD","Select the type of purchase order number generated by this software for purchase orders.  Prefixed types are automatically prepended with 'PO'."
"ecom.purchordlowinvreplevel","Low Inventory Report: Inventory Level Trigger","ecom","Purchase Orders","TEXTBOX-REG","","","1","5","Enter an inventory level at which to trigger reporting in the Low Inventory report displayed in the Purchase Order Center.  Enter zero (0) to disable this report."
"ecom.purchordman_dropshipmethoduse","Dropship Purchase Orders: Use Source Order Delivery Method","ecom","Purchase Orders","SELECT-BOOL","","","1","0","Select true (1) to use the delivery method for the source order for dropship purchase orders.  This setting is typically activated if you've arranged with vendors to dropship packages via the delivery method requested in purchase orders.  Typically vendors will ship either standard or express speeds."
"ecom.purchordman_suppmaillogo","Suppress Logo on Mail Messages","ecom","Purchase Orders","SELECT-BOOL","","","1","0","Select true (1) to suppress the logo image on mail messages sent by the Purchase Order Manager.  Select false (0) to include logo images in these mail messages."
"ecom.purchordmemodrop","Memo Prefill: Dropship Purchase Orders","ecom","Purchase Orders","TEXTAREA-SMALL","","","0","","Enter a memo to be prefilled for Dropshipped purchase orders."
"ecom.purchordmemostd","Memo Prefill: Standard Purchase Orders","ecom","Purchase Orders","TEXTAREA-SMALL","","","0","","Enter a memo to be prefilled for Standard purchase orders."
"ecom.purchordmultisite","Default MultiSite Selection","ecom","Purchase Orders","SELECT-TABLE","SELECT {COLS} FROM core_multisite","","1","DEFAULT","If MultiSite is active, you can select the default MultiSite selection for new purchase orders."
"ecom.qrestatus","Quantity Rules Enforcement Status","ecom","General Store Settings","SELECT-BOOL","","","1","0","Select true to enforce Quantity Rules for Inventory Items.  Inventory Items can have Purchase Minimum Quantity, Purchase Incremental Quantity and Purchase Maximum Quantity values set.  Select true (1) to use Quantity Rules Enforcement for Inventory Items, or false (0) to disable this feature."
"ecom.rebateactive","Instant Rebate Status","ecom","Instant Rebates","SELECT-BOOL","","","1","1","Select true (1) to activate instant rebates.  Instant rebates are added to Product Offers and Inventory Items using Catalog pricing.  Rebates are instant discounts subtracted from the order total at checkout."
"ecom.rebatedesc","Instant Rebate Description","ecom","Instant Rebates","TEXTAREA-SMALL","","","1","Add items with Instant Rebates to your cart to see the rebate, which will be applied at checkout.","This description is used when displaying information about Instant Rebates."
"ecom.rebatename","Instant Rebate Display Name","ecom","Instant Rebates","TEXTBOX-REG","","","1","Instant Rebate","This display name is used for all references to Instant Rebates."
"ecom.relatedprods","Display Related Products","ecom","Product Detail Pages","SELECT-BOOL","","","1","1","Select true to display related products on the product detail page, or false to not display related products."
"ecom.relprodname","Product List: Heading Name","ecom","Related Product Displays","TEXTBOX-REG","","","1","You may also be interested in these related items...","If there are related products to display, the name below is used to present a heading."
"ecom.relprodslider","Product List: Activate Slider","ecom","Related Product Displays","SELECT-BOOL","","","1","1","If there are related products to display, choose true (1) to activate a slider control for those products, or false (0) to suppress the slider."
"ecom.reviews_numshow","Number of Current Reviews to Display","ecom","Reviews","SELECT-CUSTOM","ecom.reviewsnumshow","","1","10","Select the number of current reviews to show when displaying reviews."
"ecom.reviews_reqaccount","Require Account to Post Review","ecom","Reviews","SELECT-BOOL","","","1","1","Select whether to require an account in order to post reviews (true), or to allow guests to post reviews (false) as well."
"ecom.reviews_reqauth","Require Activation for Reviews","ecom","Reviews","SELECT-BOOL","","","1","0","Select whether to require an administrator to manually activate reviews to make them display (true), or to display reviews immediately when they are submitted (false)."
"ecom.reviews_slider","Activate Slider For Reviews Display","ecom","Reviews","SELECT-BOOL","","","1","1","If there are reviews to display, choose true (1) to activate a slider control for those reviews, or false (0) to suppress the slider."
"ecom.reviews_status","Activate Reviews","ecom","Reviews","SELECT-BOOL","","","1","1","This status indicator allows you to turn reviews on (true) or off (false)."
"ecom.salescript","Custom Sale Method","ecom","Checkout","SELECT-TABLE","ecom_salecust","","1","user","If you have selected to activate the Custom Sale Method Status, select the custom sale method to execute during checkout below."
"ecom.searchprodnofilter","Disable Filter: Search Results","ecom","Product Filters","SELECT-BOOL","","","1","0","If product filters are enabled, and filters are available for products displayed on the search results page, a product filter will be displayed.  Set this value to true to disable display of product filters on the search results page."
"ecom.servpriceinputmin","Minimum Customer Input Price","ecom","General Store Settings","TEXTBOX-REG","","","1","10.00","Enter a minimum price to allow for customer price input on service items.  Services which allow customer inputted prices will require an input of at least this amount."
"ecom.shipdestallow","Allowed Shipping Addresses","ecom","Shipping Settings","SELECT-CUSTOM","ecom.shipdestallow","","1","1","This software can allow a customer to ship their order to multiple addresses, a single address or to their billing address only.  Select the appropriate option to control the type and number of addresses allowed for shipping."
"ecom.shipdow","Shipping Times: Ship Days","ecom","Shipping Settings","CHECKBOX-CUSTOM","ecom.shipdow","","1","1, 2, 3, 4, 5","Select the days of the week on which orders are shipped."
"ecom.shiperramt","Shipping Error: Amount","ecom","Shipping Settings","TEXTBOX-REG","","","1","7.50","Enter a shipping error amount below.  In the event of an error calculating shipping, this charge will be displayed to the customer."
"ecom.shiperrname","Shipping Error: Carrier Name","ecom","Shipping Settings","TEXTBOX-REG","","","1","Standard Carrier","Enter a shipping error carrier name below.  In the event of an error calculating shipping, this carrier name will be displayed to the customer."
"ecom.shipestimator_defaultcountry","Default Country Selection","ecom","Shipping Estimator","SELECT-TABLE","SELECT {COLS} FROM core_country","","1","United States","This is the default country selected for shipping estimates."
"ecom.shipestimator_defaultrescom","Default Residential/Commercial Selection","ecom","Shipping Estimator","SELECT-TABLE","SELECT {COLS} FROM core_rescom","","1","R","This is the default residential/commercial for shipping estimates."
"ecom.shipestimator_status","Activate Shipping Estimates","ecom","Shipping Estimator","SELECT-BOOL","","","1","0","This status indicator allows you to turn shipping estimates on (true) or off (false)."
"ecom.shipexpressmethods","Express Shipping: Methods","ecom","Shipping Settings","TEXTAREA-SMALL","","","0","1 Day, Next Day, 2 Day, 2nd Day, 3 Day, 3rd Day, Overnight","Enter a single, or comma-delimited list, of partial shipping method names which, when matched, will note a shipment as an express shipment."
"ecom.shipexpressnotice","Express Shipping: Notice","ecom","Shipping Settings","TEXTAREA-SMALL","","","0","","Enter a notice to be displayed on order confirmations, and in the shipping method selection area in checkout when an express shipping method is selected."
"ecom.shipfreethreshtriggerstatus","Free Shipping: Threshold Trigger Status","ecom","Shipping Settings","SELECT-BOOL","","","1","1","Inventory items can be set up to automatically trigger the free shipping threshold if found in the order.  Set this setting to false (0) to disable this functionality for all items.  Select true (1) to allow items to trigger the free shipping threshold when present in the order.  The free shipping threshold will be triggered if the order total exceeds the threshold, regardless of the value of this setting."
"ecom.shiphandlecharge","Handling Charge","ecom","Shipping Settings","TEXTBOX-REG","","","1","0.00","Enter a handling charge below.  If you enter an amount greater than zero, the handling charge specified will be added to the cost for each shipment.  Set to '0.00' to turn off."
"ecom.shiphandzero","Free Shipping: Add Handling Charge","ecom","Shipping Settings","SELECT-BOOL","","","1","0","Set this field to true to add handling charges to free shipping methods. Set this field to false to prevent handling charges from being added to free shipping methods."
