"id","name","description","fieldtype","fieldinclude","required","fieldorder","section","optsel"
"perfectlyclear","Select Size of Roll","Please select size of roll below","CHECKBOX-CUSTOM","","1","1","Prices are per roll at 1524mm wide","1524mm x 10m Roll|88.70|0.00|0|STANDARD|STANDARD|STANDARD|
1524mm x 50m Roll|397.80|0.00|0|STANDARD|STANDARD|STANDARD|"
"Poly_Can","Select Size of Roll","Please select size or roll below","CHECKBOX-CUSTOM","","1","1","Prices are per roll","500mm x 25m Roll|40.25|0.00|0|STANDARD|STANDARD|STANDARD|
760mm x 25m Roll|60.25|0.00|0|STANDARD|STANDARD|STANDARD|
1067mm x 25m Roll|73.54|0.00|0|STANDARD|STANDARD|STANDARD|
1067mm x 50m Roll|133.70|0.00|0|STANDARD|STANDARD|STANDARD|
1370mm x 25m Roll|94.38|0.00|0|STANDARD|STANDARD|STANDARD|
1370mm x 50m Roll|171.60|0.00|0|STANDARD|STANDARD|STANDARD|
1524mm x 25m Roll|104.72|0.00|0|STANDARD|STANDARD|STANDARD|
1524mm x 50m Roll|190.40|0.00|0|STANDARD|STANDARD|STANDARD|"
"pp1200","Select Size & Quantity of Rolls","<p>Please select size of rolls below.</p>
<p>The 1600mm wide roll price includes a special non-conveyable delivery charge due to its size.</p>","CHECKBOX-CUSTOM","","1","1","Prices are per roll","500mm x 50m|77.20|0.00|0|STANDARD|STANDARD|STANDARD|
760mm x 50m|114.60|0.00|0|STANDARD|STANDARD|STANDARD|
1370mm x 50m|191.10|0.00|0|STANDARD|STANDARD|STANDARD|
1600mm x 50m|235.70|0.00|0|STANDARD|STANDARD|STANDARD|"
"pp1203","Select Size & Quantity of Rolls","Please select size of rolls below","CHECKBOX-CUSTOM","","1","1","Prices are per roll","1370mm x 50m|225.70|0.00|0|STANDARD|STANDARD|STANDARD|
1600mm x 50m|278.20|0.00|0|STANDARD|STANDARD|STANDARD|"
"pp1230","Select Size & Quantity of Rolls","Please select size of rolls below","CHECKBOX-CUSTOM","","1","1","Prices are per roll","500mm x 50m|77.20|0.00|0|STANDARD|STANDARD|STANDARD|
760mm x 50m |114.60|0.00|0|STANDARD|STANDARD|STANDARD|
1370mm x 50m|191.10|0.00|0|STANDARD|STANDARD|STANDARD|
1524mm x 50m|204.70|0.00|0|STANDARD|STANDARD|STANDARD|"
"pp1235","Select Size & Quantity of Rolls","Please select size of rolls below","CHECKBOX-CUSTOM","","1","1","Prices are per roll","1370mm x 50m|191.10|0.00|0|STANDARD|STANDARD|STANDARD|"
"pp800","Select Size & Quantity of Rolls","<p>Please select size and quantity of rolls required.<br>
Note: The 1600mm wide roll price includes a special non-conveyable delivery charge due to its size.</p>","CHECKBOX-CUSTOM","","1","2","Prices are per roll","500mm x 50m |57.40|0.00|0|STANDARD|STANDARD|STANDARD|
760mm x 50m |71.10|0.00|0|STANDARD|STANDARD|STANDARD|
1372mm x 50m|105.40|0.00|0|STANDARD|STANDARD|STANDARD|
1600mm x 50m|137.80|0.00|0|STANDARD|STANDARD|STANDARD|"
"pp805","Select Size & Quantity of Rolls","<p>Please select size and quantity of rolls required.<br>
Note: The 1600mm wide roll price includes a special non-conveyable delivery charge due to its size.</p>","CHECKBOX-CUSTOM","","1","2","Prices are per roll","500mm x 50m |57.40|0.00|0|STANDARD|STANDARD|STANDARD|
760mm x 50m |71.10|0.00|0|STANDARD|STANDARD|STANDARD|
1370mm x 50m|105.40|0.00|0|STANDARD|STANDARD|STANDARD|
1600mm x 50m|137.80|0.00|0|STANDARD|STANDARD|STANDARD|"
"pp810","Select Size & Quantity of Rolls","<p>Please select size and quantity of rolls required.</p>","CHECKBOX-CUSTOM","","1","2","Prices are per roll","500mm x 50m |57.40|0.00|0|STANDARD|STANDARD|STANDARD|
760mm x 50m |71.10|0.00|0|STANDARD|STANDARD|STANDARD|
1372mm x 50m|105.40|0.00|0|STANDARD|STANDARD|STANDARD|
1600mm x 50m|137.80|0.00|0|STANDARD|STANDARD|STANDARD|"
"pp815","Select Size & Quantity of Rolls","<p>Please select size and quantity of rolls required.</p>","CHECKBOX-CUSTOM","","1","2","Prices are per roll","1372mm x 50m|99.40|0.00|0|STANDARD|STANDARD|STANDARD|"
"pp820","Select Size & Quantity of Rolls","<p>Please select size and quantity of rolls required.</p>","CHECKBOX-CUSTOM","","1","2","Prices are per roll","500mm x 50m |57.40|0.00|0|STANDARD|STANDARD|STANDARD|
760mm x 50m |71.10|0.00|0|STANDARD|STANDARD|STANDARD|
1372mm x 50m|105.40|0.00|0|STANDARD|STANDARD|STANDARD|
1524mm x 50m|114.70|0.00|0|STANDARD|STANDARD|STANDARD|"
"PROFLEX-BM","500mm wide","","CHECKBOX-CUSTOM","","1","1","Order 500mm wide by the metre or by the roll here","per metre|9.65|0.00|0|STANDARD|STANDARD|STANDARD|
per 25 metre roll|217.25|0.00|0|STANDARD|STANDARD|STANDARD|"
"PROFLEX-C","500mm wide","","RADIO-CUSTOM","","1","1","Order 500mm wide by the metre or by the roll here","per metre|6.64|5.47|0|STANDARD|STANDARD|STANDARD|
per 25 metre roll|132.75|131.75|0|STANDARD|STANDARD|STANDARD|"
"PROFLEX-GLITTER","500mm wide","","CHECKBOX-CUSTOM","","1","1","Order 500mm wide by the metre or by the roll here","per metre|7.73|0.00|0|STANDARD|STANDARD|STANDARD|
per 25 metre roll|174.00|0.00|0|STANDARD|STANDARD|STANDARD|"
"PROFLEX-PATTERN","500mm wide","","CHECKBOX-CUSTOM","","1","1","Order 500mm wide by the metre or by the roll here","per metre|10.27|7.65|0|STANDARD|STANDARD|STANDARD|
per 25 metre roll|231.00|191.25|0|STANDARD|STANDARD|STANDARD|"
"PROFLEX-PEARL","500mm wide","","CHECKBOX-CUSTOM","","1","1","Order 500mm wide by the metre or by the roll here","per metre|9.97|7.65|0|STANDARD|STANDARD|STANDARD|
per 25 metre roll|224.25|191.25|0|STANDARD|STANDARD|STANDARD|"
"PROFLEX-S","500mm wide","","CHECKBOX-CUSTOM","","1","1","Order 500mm wide by the metre or by the roll here","per metre|7.51|0.00|0|STANDARD|STANDARD|STANDARD|
per 25 metre roll|162.50|0.00|0|STANDARD|STANDARD|STANDARD|"
"PROFLEX-SB","500mm wide","","CHECKBOX-CUSTOM","","1","1","Order 500mm wide by the metre or by the roll here","per metre|7.97|5.89|0|STANDARD|STANDARD|STANDARD|
per 25 metre roll|174.25|142.25|0|STANDARD|STANDARD|STANDARD|"
"PROFLEX-STARFLEX","500mm wide","","CHECKBOX-CUSTOM","","1","1","Order 500mm wide by the metre or by the roll here","per metre|6.95|0.00|0|STANDARD|STANDARD|STANDARD|
per 25 metre roll|147.75|0.00|0|STANDARD|STANDARD|STANDARD|"
"Q_CL4GCLEN","Choose quantity","Choose quantity of 4G Cleaner","RADIO-CUSTOM","","1","10","Item Options","1 litre|20.50|0|0|STANDARD|STANDARD|STANDARD|
5 litre|79.40|0|0|STANDARD|STANDARD|STANDARD|"
"Q_CLASCLEN","Choose quantity","Choose quantity of Anti-static Cleaner","RADIO-CUSTOM","","1","10","Item Options","1 x 500ml|11.40|0.00|0|STANDARD|STANDARD|STANDARD|
12 x 500ml|120.36|0.00|0|STANDARD|STANDARD|STANDARD|"
"Q_CLIPA100","Choose quantity","Choose quantity of IPA100 Cleaner","RADIO-CUSTOM","","1","10","Item Options","1 litre can|16.10|0.00|0|STANDARD|STANDARD|STANDARD|
5 litre tin|72.40|0.00|0|STANDARD|STANDARD|STANDARD|"
"Q_CLRIGOFF","Choose quantity","Choose quantity of Right-Off Cleaner","RADIO-CUSTOM","","1","10","Item Options","1 Ltr with Trigger Spray Bottle|13.95|0.00|0|STANDARD|STANDARD|STANDARD|
5 Ltr Refill Bottle|62.80|0.00|0|STANDARD|STANDARD|STANDARD|"
"Q_SEALPEN","Choose quantity","Choose quantity of Sealit Pens","RADIO-CUSTOM","","1","10","Item Options","1 x Sealit Pen :: £5.90|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
12 x Sealit Pens (1 box)|59.10|0.00|0|STANDARD|STANDARD|STANDARD|"
"Reeded","Select width of reed","Choose between 6mm and 12mm wide reeds","SELECT-CUSTOM","","1","10","Select your option","6mm wide reeds|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
12mm wide reeds|0.00|0.00|0|STANDARD|STANDARD|STANDARD|"
"RefVinyl_5000_1220","Choose Roll Length","Please select length of roll required","RADIO-CUSTOM","","1","1","Item Options","1220mm x 23m roll :: £241.27|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
1220mm x 46m roll :: £453.56|212.29|0.00|0|STANDARD|STANDARD|STANDARD|"
"RefVinyl_5000_610","Choose Roll Length","Please select length of roll required","RADIO-CUSTOM","","1","1","Item Options","610mm x 23m roll :: £120.52|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
610mm x 46m roll :: £226.78|106.26|0.00|0|STANDARD|STANDARD|STANDARD|"
"RefVinyl_5200_1220","Choose Roll Length","Please select length of roll required","RADIO-CUSTOM","","1","1","Item Options","1220mm x 25m roll :: £272.75|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
1220mm x 50m roll :: £513.00|240.25|0.00|0|STANDARD|STANDARD|STANDARD|"
"RefVinyl_5200_610","Choose Roll Length","Please select length of roll required","RADIO-CUSTOM","","1","1","Item Options","610mm x 25m roll :: £136.25|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
610mm x 50m roll :: £256.50|120.25|0.00|0|STANDARD|STANDARD|STANDARD|"
"Ri-Dot-matt_cleargloss","Choose Colour Below","Please select required colour below","CHECKBOX-CUSTOM","","1","1","Colour Options","Matt White|0.00|0.00|0|STANDARD|STANDARD|STANDARD|"
"RJ075","Select Size & Quantity of Rolls","Please select size of rolls below","CHECKBOX-CUSTOM","","1","1","Prices are per roll","1370mm x 50m|168.00|0.00|0|STANDARD|STANDARD|STANDARD|"
"rj100","Select Size & Quantity of Rolls","<p>Please select size and quantity of rolls required.</p>
<p>The 1600mm wide roll price includes a special non-conveyable delivery charge due to its size.</p>","CHECKBOX-CUSTOM","","1","1","Prices are per roll","1370mm x 50m|143.30|0.00|0|STANDARD|STANDARD|STANDARD|"
"rj100af","Select Quantity of Rolls","Please select size and quantity of rolls below","CHECKBOX-CUSTOM","","1","1","Prices are per roll","1370mm x 50m|161.20|0.00|0|STANDARD|STANDARD|STANDARD|"
"rj100bo","Select Size & Quantity of Rolls","Please select size and quantity of rolls below","CHECKBOX-CUSTOM","","1","1","Prices are per roll","1370mm x 50m|157.10|0.00|0|STANDARD|STANDARD|STANDARD|
1600mm x 50m|191.35|0.00|0|STANDARD|STANDARD|STANDARD|"
"rj145","Select Size & Quantity of Rolls","Please select size and quantity of rolls below","CHECKBOX-CUSTOM","","1","1","Prices are per roll","1370mm x 50m Roll|76.70|0.00|0|STANDARD|STANDARD|STANDARD|
1600mm x 50m Roll|92.40|0.00|0|STANDARD|STANDARD|STANDARD|
5 Rolls 1370mm x 50m (£73.62 per roll)|368.10|0.00|0|STANDARD|STANDARD|STANDARD|
5 Rolls 1600mm x 50m (£88.70 per roll)|443.50|0.00|0|STANDARD|STANDARD|STANDARD|
10 Rolls 1370mm x 50m (£72.10 per roll)|721.00|0.00|0|STANDARD|STANDARD|STANDARD|
10 Rolls 1600mm x 50m (£86.86 per roll)|868.60|0.00|0|STANDARD|STANDARD|STANDARD|"
"rj30","Select Size of Roll","Please select size of roll below","CHECKBOX-CUSTOM","","1","1","Prices are per roll","760mm x 5m roll|36.80|0.00|0|STANDARD|STANDARD|STANDARD|
760mm x 46m roll|331.20|0.00|0|STANDARD|STANDARD|STANDARD|
1370mm x 5m roll|60.20|0.00|0|STANDARD|STANDARD|STANDARD|
1370mm x 50m roll|541.80|0.00|0|STANDARD|STANDARD|STANDARD|
1520mm x 5m roll|66.80|0.00|0|STANDARD|STANDARD|STANDARD|
1520mm x 46m roll|601.20|0.00|0|STANDARD|STANDARD|STANDARD|"
"rj50","Select Size of Roll","Please select size of roll below","CHECKBOX-CUSTOM","","1","1","Prices are per roll","760mm x 5m|36.80|0.00|0|STANDARD|STANDARD|STANDARD|
760mm x 50m|331.20|0.00|0|STANDARD|STANDARD|STANDARD|
1370mm x 5m|60.20|0.00|0|STANDARD|STANDARD|STANDARD|
1370mm x 50m|541.80|0.00|0|STANDARD|STANDARD|STANDARD|
1520mm x 5m|66.80|0.00|0|STANDARD|STANDARD|STANDARD|
1520mm x 50m|601.20|0.00|0|STANDARD|STANDARD|STANDARD|"
"rj75","Select Size & Quantity of Rolls","Please select size and quantity of rolls below","CHECKBOX-CUSTOM","","1","1","Prices are per roll","760mm x 50m|140.30|0.00|0|STANDARD|STANDARD|STANDARD|
1600mm x 50m|270.10|0.00|0|STANDARD|STANDARD|STANDARD|"
"rj75hg","Select Length of Roll","Please select length of roll below","CHECKBOX-CUSTOM","","1","1","Prices are per roll at 1370mm wide","1370mm x 50m Roll|329.70|0.00|0|STANDARD|STANDARD|STANDARD|"
"Roland-GR","Roland CAMM-1 GR Series sizes","The Roland CAMM-1 GR Series is available at three different sizes ","CHECKBOX-CUSTOM","","1","1","Roland GR Series Options","GR-420|4159.00|0.00|0|STANDARD|STANDARD|STANDARD|
GR-540|4299.00|0.00|0|STANDARD|STANDARD|STANDARD|
GR-640|4899.00|0.00|0|STANDARD|STANDARD|STANDARD|"
"ROLAND_SMART","Choose type of cutting blade:","<p>Choose the correct blade for the type of material that you are cutting.</p>
","RADIO-CUSTOM","","1","10","Item Options","RSK250V for cutting standard vinyl & heat transfer vinyl (Blue collar)|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
MSK500V for cutting thicker materials including laminated vinyl  (Purple collar)|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
MSK500F for cutting reflective, glitter, some sandblast films and flock (Red collar)|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
MSK750F for cutting the thickest sandblast stencil films (Green collar)|0.00|0.00|0|STANDARD|STANDARD|STANDARD|"
"Roland_Wipers","Roland Wipers","Choose either rubber or felt wipers","CHECKBOX-CUSTOM","","1","1","Roland GR Series Options","Felt|12.71|0.00|0|STANDARD|STANDARD|STANDARD|
Rubber|22.00|0.00|0|STANDARD|STANDARD|STANDARD|"
"Roll-Dry-Wipe-Film","Choose Roll Size Below","<br><p>*The 1530mm wide roll may be supplied as 2 x 50m rolls due to its size. </p>","CHECKBOX-CUSTOM","","1","1","Item Options","1040mm x 100m|257.60|0.00|0|STANDARD|STANDARD|STANDARD|
1300mm x 100m|322.90|0.00|0|STANDARD|STANDARD|STANDARD|
1530mm x 100m*|380.10|0.00|0|STANDARD|STANDARD|STANDARD|"
"Roll_3268","Select Size & Quantity of Rolls","Please select size and quantity of rolls below","RADIO-CUSTOM","","0","1","Item Options","1370mm x 5m roll|41.90|0.00|0|STANDARD|STANDARD|STANDARD|
1370mm x 50m roll|381.29|0.00|0|STANDARD|STANDARD|STANDARD|"
"Roll_Aq_190_Pap","Select Size of Roll","Please select size or roll below","CHECKBOX-CUSTOM","","0","1","Item Options","610mm x 60m Roll|74.50|0.00|0|STANDARD|STANDARD|STANDARD|
914mm x 60m Roll|109.70|0.00|0|STANDARD|STANDARD|STANDARD|
1067mm x 60m Roll|129.00|0.00|0|STANDARD|STANDARD|STANDARD|
1270mm x 30m Roll|83.50|0.00|0|STANDARD|STANDARD|STANDARD|
1524mm x 30m Roll|97.90|0.00|0|STANDARD|STANDARD|STANDARD|"
"Roll_Aq_Backlit","Select Size of Roll","Please select size or roll below","RADIO-CUSTOM","","0","1","Item Options","610mm x 30m Roll|53.49|0.00|0|STANDARD|STANDARD|STANDARD|
914mm x 30m Roll|80.18|0.00|0|STANDARD|STANDARD|STANDARD|
1067mm x 30m Roll|103.56|0.00|0|STANDARD|STANDARD|STANDARD|
1270mm x 30m Roll|111.42|0.00|0|STANDARD|STANDARD|STANDARD|
1524mm x 30m Roll|133.69|0.00|0|STANDARD|STANDARD|STANDARD|"
"Roll_Aq_Gloss_Vinyl","Select Size of Roll","Please select size or roll below","CHECKBOX-CUSTOM","","0","1","Item Options","610mm x 30m Roll|133.60|0.00|0|STANDARD|STANDARD|STANDARD|
914mm x 30m Roll|198.70|0.00|0|STANDARD|STANDARD|STANDARD|
1067mm x 30m Roll|232.00|0.00|0|STANDARD|STANDARD|STANDARD|
1524mm x 30m Roll|293.00|0.00|0|STANDARD|STANDARD|STANDARD|"
"Roll_Aq_Pop_Up","Select Size of Roll","Please select size or roll below","RADIO-CUSTOM","","0","1","Item Options","Grey Bloc  914mm x 30m Roll|169.22|0.00|0|STANDARD|STANDARD|STANDARD|
Grey Bloc  1067mm x 30m Roll|196.04|0.00|0|STANDARD|STANDARD|STANDARD|
White Bloc 914mm x 20m Roll|145.68|0.00|0|STANDARD|STANDARD|STANDARD|
White Bloc 1067mm x 20m Roll|170.69|0.00|0|STANDARD|STANDARD|STANDARD|"
"Roll_Aq_Roll_Up","Select Size of Roll","Please select size or roll below","RADIO-CUSTOM","","0","1","Item Options","Grey Bloc  914mm x 30m Roll|86.49|0.00|0|STANDARD|STANDARD|STANDARD|
Grey Bloc 1067mm x 30m Roll|101.53|0.00|0|STANDARD|STANDARD|STANDARD|
Grey Bloc 1270mm x 30m Roll|120.77|0.00|0|STANDARD|STANDARD|STANDARD|
White Bloc  914mm x 30m Roll|86.49|0.00|0|STANDARD|STANDARD|STANDARD|
White Bloc 1067mm x 30m Roll|101.53|0.00|0|STANDARD|STANDARD|STANDARD|
White Bloc 1270mm x 30m Roll|120.77|0.00|0|STANDARD|STANDARD|STANDARD|"
"Roll_Aq_Vinyl","Select Size of Roll","Please select size or roll below","CHECKBOX-CUSTOM","","0","1","Item Options","610mm x 30m Roll|62.90|0.00|0|STANDARD|STANDARD|STANDARD|
914mm x 30m Roll|90.90|0.00|0|STANDARD|STANDARD|STANDARD|
1067mm x 30m Roll|105.20|0.00|0|STANDARD|STANDARD|STANDARD|
1118mm x 30m Roll|122.90|0.00|0|STANDARD|STANDARD|STANDARD|
1270mm x 30m Roll|125.40|0.00|0|STANDARD|STANDARD|STANDARD|
1520mm x 30m Roll|153.60|0.00|0|STANDARD|STANDARD|STANDARD|"
"Roll_Carbon_Fibre","Select Colour","<span
style=""font-weight: bold; color: rgb(153, 186, 58);"">VIEW COLOURS: (click to enlarge)</span><br><br>
These images are a representation only.  Please ask for a sample.<br><br>
<a href=""media/ecom/prodxl/Carbon_Fibre_Black_50.920ACT.jpg"" rel=""lightbox clearbox"" title=""Carbon Fibre Black 50.920 ACT""><img src=""media/ecom/prodsm/Carbon_Fibre_Black_50.920ACT.jpg"" /></a>
<a href=""media/ecom/prodxl/Carbon_Fibre_White_50.910ACT.jpg"" rel=""lightbox clearbox"" title=""Carbon Fibre White 50.910 ACT""><img src=""media/ecom/prodsm/Carbon_Fibre_White_50.910ACT.jpg"" /></a>
<a href=""media/ecom/prodxl/Carbon_Fibre_Red_50.950ACT.jpg"" rel=""lightbox clearbox"" title=""Carbon Fibre Red 50.950 ACT""><img src=""media/ecom/prodsm/Carbon_Fibre_Red_50.950ACT.jpg"" /></a>
<a href=""media/ecom/prodxl/Carbon_Fibre_Blue_50.960ACT.jpg"" rel=""lightbox clearbox"" title=""Carbon Fibre Blue 50.960 ACT""><img src=""media/ecom/prodsm/Carbon_Fibre_Blue_50.960ACT.jpg"" /></a>
<a href=""media/ecom/prodxl/Carbon_Fibre_Gold_50.980ACT.jpg"" rel=""lightbox clearbox"" title=""Carbon Fibre Gold 50.980 ACT""><img src=""media/ecom/prodsm/Carbon_Fibre_Gold_50.980ACT.jpg"" /></a>
<a href=""media/ecom/prodxl/Carbon_Fibre_Silver_50.990ACT.jpg"" rel=""lightbox clearbox"" title=""Carbon Fibre Silver 50.990 ACT""><img src=""media/ecom/prodsm/Carbon_Fibre_Silver_50.990ACT.jpg"" /></a>
<br><br>
<span
style=""font-weight: bold; color: rgb(153, 186, 58);"">PLEASE SELECT REQUIRED COLOUR BELOW:</span>
","RADIO-CUSTOM","","0","20","Item Options","Carbon Fibre Black 50.920 ACT|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Carbon Fibre White 50.910 ACT|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Carbon Fibre Red 50.950 ACT|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Carbon Fibre Blue 50.960 ACT|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Carbon Fibre Gold 50.980 ACT|0.00|0.00|0|STANDARD|STANDARD|STANDARD|
Carbon Fibre Silver 50.990 ACT|0.00|0.00|0|STANDARD|STANDARD|STANDARD|"
"Roll_CB75","Choose Roll Size Below","","CHECKBOX-CUSTOM","","1","1","Prices are per roll at 1370mm wide","1370mm x 5m Roll|86.10|0.00|0|STANDARD|STANDARD|STANDARD|
1370mm x 50m Roll|774.90|0.00|0|STANDARD|STANDARD|STANDARD|"
"Roll_CB90","Select Size & Quantity of Rolls","<p><b>For a 20m roll, set the quantity to 4 and select 1370mm x 5m roll.<br>
For a 50m roll, set the quantity to 1 and select 1370mm x 50m roll.</b></p>","CHECKBOX-CUSTOM","","1","1","Enter quantity above then select 5m or 50m rolls here","1370mm x 5m roll|73.10|0.00|0|STANDARD|STANDARD|STANDARD|
1370mm x 50m roll|657.90|0.00|0|STANDARD|STANDARD|STANDARD|"
"Roll_CRA31","Choose Roll Size Below","<p><b>For a 10m roll, set the quantity to 2 and select '1370mm x 5m'<br>
For a 25m roll, set the quantity to 1 and select '1370mm x 25m'</b></p>","RADIO-CUSTOM","","1","1","Prices are per roll at 1370mm wide","1370mm x 5m roll|109.50|0.00|1|STANDARD|STANDARD|STANDARD|
1370mm x 25m roll|493.00|0.00|5|STANDARD|STANDARD|STANDARD|"
"Roll_CRB91","Choose Roll Size Below","","CHECKBOX-CUSTOM","","1","1","Prices are per roll","1370mm x 5m roll|71.20|0.00|0|STANDARD|STANDARD|STANDARD|
1370mm x 50m roll|640.80|0.00|0|STANDARD|STANDARD|STANDARD|
1520mm x 5m roll|79.30|0.00|0|STANDARD|STANDARD|STANDARD|
1520mm x 50m roll|713.70|0.00|0|STANDARD|STANDARD|STANDARD|"
"Roll_CRB911520","Choose Roll Size Below","","CHECKBOX-CUSTOM","","1","1","Prices are per roll at 1370mm wide","1520mm x 5m roll|79.30|0.00|0|STANDARD|STANDARD|STANDARD|
1520mm x 50m roll|713.70|0.00|0|STANDARD|STANDARD|STANDARD|"
"Roll_CT113","Choose Roll Length Below","","CHECKBOX-CUSTOM","","1","1","Prices are per roll at 1250mm wide","1250mm x 5m Roll|38.10|0.00|0|STANDARD|STANDARD|STANDARD|
1250mm x 25m Roll|171.50|0.00|0|STANDARD|STANDARD|STANDARD|"
"Roll_CT113_x5","Choose Roll Length Below","","CHECKBOX-CUSTOM","","1","1","Prices are per roll at 1250mm wide","1250mm x 5m Roll|38.10|0.00|0|STANDARD|STANDARD|STANDARD|"
"Roll_CT116","Choose Roll Length Below","","RADIO-CUSTOM","","1","1","Prices are per roll at 1250mm wide","1250mm x 5m Roll|40.15|0.00|0|STANDARD|STANDARD|STANDARD|
1250mm x 50m Roll|353.32|0.00|0|STANDARD|STANDARD|STANDARD|"
"Roll_DGCal","Select Size of Rolls","Please select your required size of roll below:","SELECT-CUSTOM","","1","1","Prices are per roll","1370mm x 50m Roll|78.00|0.00|0|STANDARD|STANDARD|STANDARD|
1520mm x 50m Roll|88.25|0.00|0|STANDARD|STANDARD|STANDARD|"
"Roll_DRP07","Choose Roll Size Below","<p><b>For a 20m roll, set the quantity to 2 and select '1370mm x 10m'<br>
For a 50m roll, set the quantity to 1 and select '1370mm x 50m'</b></p>","RADIO-CUSTOM","","1","1","Prices are per roll at 1370mm wide","1370mm x 10m roll|90.80|0.00|1|STANDARD|STANDARD|STANDARD|
1370mm x 50m roll|408.60|0.00|5|STANDARD|STANDARD|STANDARD|"
"Roll_D_Paper_150","Select Size & Quantity of Rolls","<p>Please select size and quantity of rolls required.</p>
<p>The 1600mm wide roll price includes a special non-conveyable delivery charge due to its size.</p>","CHECKBOX-CUSTOM","","1","1","Prices are per roll","1370mm x 61m Roll|106.90|0.00|0|STANDARD|STANDARD|STANDARD|
1600mm x 61m Roll|143.60|0.00|0|STANDARD|STANDARD|STANDARD|"
"Roll_Easy_Dot_PET_Silver","Choose Roll Size Below","<p><b>For a 20m roll, set the quantity to 2 and select '1370mm x 10m'<br>
For a 30m roll, set the quantity to 1 and select '1370mm x 30m'</b></p>","RADIO-CUSTOM","","1","1","Prices are per roll at 1370mm wide","1370mm x 10m roll|164.00|0.00|1|STANDARD|STANDARD|STANDARD|
1370mm x 30m roll|442.80|0.00|3|STANDARD|STANDARD|STANDARD|
Order a Free Sample which will be posted out to you|0.00|0.00|0|STANDARD|STANDARD|STANDARD|"
"Roll_EC55","Choose Roll Size Below","","RADIO-CUSTOM","","1","1","Item Options","1220mm x 5m Roll|93.75|86.09|0|STANDARD|STANDARD|STANDARD|
1220mm x 24m Roll|405.12|344.35|0|STANDARD|STANDARD|STANDARD|"
"Roll_EFL","Choose Roll Size Below","","CHECKBOX-CUSTOM","","1","1","Prices are per roll","880mm x 50m Roll|142.10|0.00|0|STANDARD|STANDARD|STANDARD|
1300mm x 50m|176.50|0.00|0|STANDARD|STANDARD|STANDARD|"
"Roll_FF5501370","Select Size & Quantity of Rolls","","CHECKBOX-CUSTOM","","1","1","Enter quantity above then select 3m roll here","1370mm x 3m roll|164.40|0.00|0|STANDARD|STANDARD|STANDARD|
1370mm x 9m roll|493.20|0.00|0|STANDARD|STANDARD|STANDARD|"
