"id","channelid","xofferid","maptype","xinvid","groupname","quantity","sortorder","regprice","whlprice","compprice","recurprice","loyaltypoints","rebate","cost","taxclass","taxstateprov","taxcountry","datetimestamp","cacheoffername","cacheinvname","cachemanuname"
"DEFAULT-Olfa_KB_Art_Blades-DEFAULT-Olfa_KB_Art_Blades","DEFAULT","Olfa_KB_Art_Blades","DEFAULT","Olfa_KB_Art_Blades","DEFAULT","1","10","3.90","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1742490993","OLFA®  KB Art Blades","Olfa KB Art Blades","Olfa"
"DEFAULT-Olfa_Premium_Art_Knife-DEFAULT-Olfa_Premium_Art_Knife","DEFAULT","Olfa_Premium_Art_Knife","DEFAULT","Olfa_Premium_Art_Knife","DEFAULT","1","10","11.50","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1742490939","OLFA®  Premium Art Knife","Olfa Premium Art Knife","Olfa"
"DEFAULT-Olfa_Pro_Knife-DEFAULT-Olfa_Pro_Knife","DEFAULT","Olfa_Pro_Knife","DEFAULT","Olfa_Pro_Knife","DEFAULT","1","10","6.90","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1764860802","OLFA® SVR2 Precision Knife","Olfa Pro-Knife","Olfa"
"DEFAULT-Olfa_Pro_Knife_Blades-DEFAULT-Olfa_Pro_Knife_Blades","DEFAULT","Olfa_Pro_Knife_Blades","DEFAULT","Olfa_Pro_Knife_Blades","DEFAULT","1","10","4.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1764860898","Snap-Off Blades for OLFA® SVR2 & XA1 Precision Knives","Snap-Off Blades for Olfa Pro Knife","Olfa"
"DEFAULT-Olfa_Pro_Knife_Blades_50-DEFAULT-Olfa_Pro_Knife_Blades_50","DEFAULT","Olfa_Pro_Knife_Blades_50","DEFAULT","Olfa_Pro_Knife_Blades_50","DEFAULT","1","10","11.90","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1764860947","Snap-Off Ultra Sharp Blades for OLFA® SVR2 & XA1 Precision Knives","Black Snap-Off Blades for Olfa Pro-Knife & Olfa Comfort Grip Knife","Olfa"
"DEFAULT-Olfa_Rotary_Knife-DEFAULT-Olfa_Rotary_Knife","DEFAULT","Olfa_Rotary_Knife","DEFAULT","Olfa_Rotary_Knife","DEFAULT","1","10","15.70","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1686238756","OLFA® RTY2DX Rotary Knife","Olfa Rotary Knife","Olfa"
"DEFAULT-Olfa_Rotary_Knife_Blade-DEFAULT-Olfa_Rotary_Knife_Blade","DEFAULT","Olfa_Rotary_Knife_Blade","DEFAULT","Olfa_Rotary_Knife_Blade","DEFAULT","1","10","34.60","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1764861232","Rotary Blades for OLFA® RTY2DX Rotary Knife","10 Rotary Blades for Olfa Rotary Knife","Olfa"
"DEFAULT-Olfa_Top_Sheet_Cutter-DEFAULT-Olfa_Top_Sheet_Cutter","DEFAULT","Olfa_Top_Sheet_Cutter","DEFAULT","Olfa_Top_Sheet_Cutter","DEFAULT","1","10","7.49","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1764861295","OLFA®  Top Sheet Cutter","Olfa Top Sheet Cutter","Olfa"
"DEFAULT-Olfa_Top_Sheet_Cutter_Blades-DEFAULT-Olfa_Top_Sheet_Cutter_Blades","DEFAULT","Olfa_Top_Sheet_Cutter_Blades","DEFAULT","Olfa_Top_Sheet_Cutter_Blades","DEFAULT","1","10","2.49","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1764861305","OLFA®  Top Sheet Cutter Blades (Pack of 5)","Olfa Top Sheet Cutter Blades (Pack of 5)","Olfa"
"DEFAULT-Olfa_X_Design_Heavy_Duty_Knife-DEFAULT-Olfa_X_Design_Heavy_Duty_Knife","DEFAULT","Olfa_X_Design_Heavy_Duty_Knife","DEFAULT","Olfa_X_Design_Heavy_Duty_Knife","DEFAULT","1","10","7.20","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1764861353","OLFA®  X-Design L5AL Heavy Duty Knife","OLFA®  X-Design L5AL Heavy Duty Knife","Olfa"
"DEFAULT-Omega_Squeegee-DEFAULT-Omega_Squeegee","DEFAULT","Omega_Squeegee","DEFAULT","Omega_Squeegee","DEFAULT","1","10","1.90","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1764864172","Omega Squeegee","Omega  Squeegee","SOTT"
"DEFAULT-Orajet_3162-DEFAULT-Orajet_3162","DEFAULT","Orajet_3162","DEFAULT","Orajet_3162","DEFAULT","1","10","0.00","0.00","0.00","0.00","1","0.00","0.00","STANDARD","STANDARD","STANDARD","1750325208","Orajet 3162 - 4 Year Removable Digital Vinyl","Orajet 3162 - 4 Year Digital Vinyl","Orafol"
"DEFAULT-Orajet_3164-DEFAULT-Orajet_3164","DEFAULT","Orajet_3164","DEFAULT","Orajet_3164","DEFAULT","1","10","0.00","0.00","0.00","0.00","1","0.00","0.00","STANDARD","STANDARD","STANDARD","1750325147","Orajet 3164 - 4 Year Digital Vinyl","Orajet 3164 - 4 Year Digital Vinyl","Orafol"
"DEFAULT-Orajet_3268-DEFAULT-Orajet_3268","DEFAULT","Orajet_3268","DEFAULT","Orajet_3268","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1750324916","Orajet 3268 Ultra Removable Matt Vinyl","Orajet 3268 Ultra Removable Matt Vinyl","Orafol"
"DEFAULT-P800-DEFAULT-P800","DEFAULT","P800","DEFAULT","P800","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779443862","F-Sign Platinum 800 White","F-Sign Platinum 800 White","Ritrama | Fedrigoni"
"DEFAULT-P801-DEFAULT-P801","DEFAULT","P801","DEFAULT","P801","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779443915","F-Sign Platinum 801 Black","F-Sign Platinum 801 Black","Ritrama | Fedrigoni"
"DEFAULT-P802-DEFAULT-P802","DEFAULT","P802","DEFAULT","P802","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779443932","F-Sign Platinum 802 White Matt","F-Sign Platinum 802 Matt White","Ritrama | Fedrigoni"
"DEFAULT-P803-DEFAULT-P803","DEFAULT","P803","DEFAULT","P803","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779443927","F-Sign Platinum 803 Black Matt","F-Sign Platinum 803 Matt Black","Ritrama | Fedrigoni"
"DEFAULT-P804-DEFAULT-P804","DEFAULT","P804","DEFAULT","P804","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779443875","F-Sign Platinum 804 Pastel Yellow","F Sign Platinum 804 Pastel Yellow","Ritrama | Fedrigoni"
"DEFAULT-P805-DEFAULT-P805","DEFAULT","P805","DEFAULT","P805","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779443883","F-Sign Platinum 805 Yellow","F-Sign Platinum 805 Yellow","Ritrama | Fedrigoni"
"DEFAULT-P806-DEFAULT-P806","DEFAULT","P806","DEFAULT","P806","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779443888","F-Sign Platinum 806 Bright Yellow","F-Sign Platinum 806 Bright Yellow","Ritrama | Fedrigoni"
"DEFAULT-P807-DEFAULT-P807","DEFAULT","P807","DEFAULT","P807","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779443894","F-Sign Platinum 807 Sun Yellow","F-Sign Platinum 807 Sun Yellow","Ritrama | Fedrigoni"
"DEFAULT-P808-DEFAULT-P808","DEFAULT","P808","DEFAULT","P808","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779443903","F-Sign Platinum 808 Dark Yellow","F-Sign Platinum 808 Dark Yellow","Ritrama | Fedrigoni"
"DEFAULT-P809-DEFAULT-P809","DEFAULT","P809","DEFAULT","P809","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779443909","F-Sign Platinum 809 Saffran","F-Sign Platinum 809 Saffran","Ritrama | Fedrigoni"
"DEFAULT-P810-DEFAULT-P810","DEFAULT","P810","DEFAULT","P810","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779443946","F-Sign Platinum 810 Light Orange","F-Sign Platinum 810 Light Orange","Ritrama | Fedrigoni"
"DEFAULT-P811-DEFAULT-P811","DEFAULT","P811","DEFAULT","P811","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779443952","F-Sign Platinum 811 Orange","F-Sign Platinum 811 Orange","Ritrama | Fedrigoni"
"DEFAULT-P812-DEFAULT-P812","DEFAULT","P812","DEFAULT","P812","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779443958","F-Sign Platinum 812 Carrot","F-Sign Platinum 812 Carrot","Ritrama | Fedrigoni"
"DEFAULT-P813-DEFAULT-P813","DEFAULT","P813","DEFAULT","P813","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779443963","F-Sign Platinum 813 Poppy Red","F-Sign Platinum 813 Poppy Red","Ritrama | Fedrigoni"
"DEFAULT-P814-DEFAULT-P814","DEFAULT","P814","DEFAULT","P814","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779443968","F-Sign Platinum 814 Vivid Red","F-Sign Platinum 814 Vivid Red","Ritrama | Fedrigoni"
"DEFAULT-P815-DEFAULT-P815","DEFAULT","P815","DEFAULT","P815","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779443976","F-Sign Platinum 815 Tomato Red","F-Sign Platinum 815 Tomato Red","Ritrama | Fedrigoni"
"DEFAULT-P816-DEFAULT-P816","DEFAULT","P816","DEFAULT","P816","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779443981","F-Sign Platinum 816 Spicy Red","F-Sign Platinum 816 Spicy Red","Ritrama | Fedrigoni"
"DEFAULT-P817-DEFAULT-P817","DEFAULT","P817","DEFAULT","P817","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779443989","F-Sign Platinum 817 Medium Red","F-Sign Platinum 817 Medium Red","Ritrama | Fedrigoni"
"DEFAULT-P818-DEFAULT-P818","DEFAULT","P818","DEFAULT","P818","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779443994","F-Sign Platinum 818 Dark Red","F-Sign Platinum 818 Dark Red","Ritrama | Fedrigoni"
"DEFAULT-P819-DEFAULT-P819","DEFAULT","P819","DEFAULT","P819","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779444002","F-Sign Platinum 819 Red","F-Sign Platinum 819 Red","Ritrama | Fedrigoni"
"DEFAULT-P820-DEFAULT-P820","DEFAULT","P820","DEFAULT","P820","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779444012","F-Sign Platinum 820 Wine Red","F-Sign Platinum 820 Wine Red","Ritrama | Fedrigoni"
"DEFAULT-P821-DEFAULT-P821","DEFAULT","P821","DEFAULT","P821","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779444019","F-Sign Platinum 821 Burgundy","F-Sign Platinum 821 Burgundy","Ritrama | Fedrigoni"
"DEFAULT-P822-DEFAULT-P822","DEFAULT","P822","DEFAULT","P822","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779444024","F-Sign Platinum 822 Rioja Red","F-Sign Platinum 822 Rioja Red","Ritrama | Fedrigoni"
"DEFAULT-P823-DEFAULT-P823","DEFAULT","P823","DEFAULT","P823","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779444030","F-Sign Platinum 823 Process Magenta","F-Sign Platinum 823 Process Magenta","Ritrama | Fedrigoni"
"DEFAULT-P824-DEFAULT-P824","DEFAULT","P824","DEFAULT","P824","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779444117","F-Sign Platinum 824 Plum","F-Sign Platinum 824 Plum","Ritrama | Fedrigoni"
"DEFAULT-P825-DEFAULT-P825","DEFAULT","P825","DEFAULT","P825","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779444122","F-Sign Platinum 825 Aubergine","F-Sign Platinum 825 Aubergine","Ritrama | Fedrigoni"
"DEFAULT-P826-DEFAULT-P826","DEFAULT","P826","DEFAULT","P826","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779444126","F-Sign Platinum 826 Violet","F-Sign Platinum 826 Violet","Ritrama | Fedrigoni"
"DEFAULT-P827-DEFAULT-P827","DEFAULT","P827","DEFAULT","P827","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779444131","F-Sign Platinum 827 Midnight Blue","F-Sign Platinum 827 Midnight Blue","Ritrama | Fedrigoni"
"DEFAULT-P828-DEFAULT-P828","DEFAULT","P828","DEFAULT","P828","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779444136","F-Sign Platinum 828 Abyss Blue","F-Sign Platinum 828 Abyss Blue","Ritrama | Fedrigoni"
"DEFAULT-P829-DEFAULT-P829","DEFAULT","P829","DEFAULT","P829","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779444905","F-Sign Platinum 829 Old Blue","F-Sign Platinum 829 Old Blue","Ritrama | Fedrigoni"
"DEFAULT-P830-DEFAULT-P830","DEFAULT","P830","DEFAULT","P830","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779444914","F-Sign Platinum 830 Dark Blue","F-Sign Platinum 830 Dark Blue","Ritrama | Fedrigoni"
"DEFAULT-P832-DEFAULT-P832","DEFAULT","P832","DEFAULT","P832","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779444918","F-Sign Platinum 832 Marine Blue","F-Sign Platinum 832 Marine Blue","Ritrama | Fedrigoni"
"DEFAULT-P833-DEFAULT-P833","DEFAULT","P833","DEFAULT","P833","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779444924","F-Sign Platinum 833 Ultramarine Blue","F-Sign Platinum 833 Ultramarine Blue","Ritrama | Fedrigoni"
"DEFAULT-P834-DEFAULT-P834","DEFAULT","P834","DEFAULT","P834","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779444930","F-Sign Platinum 834 Reflex Blue","F-Sign Platinum 834 Reflex Blue","Ritrama | Fedrigoni"
"DEFAULT-P835-DEFAULT-P835","DEFAULT","P835","DEFAULT","P835","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779444938","F-Sign Platinum 835 Cosmos Blue","F-Sign Platinum 835 Cosmos Blue","Ritrama | Fedrigoni"
"DEFAULT-P836-DEFAULT-P836","DEFAULT","P836","DEFAULT","P836","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779444943","F-Sign Platinum 836 Permanent Blue","F-Sign Platinum 836 Permanent Blue","Ritrama | Fedrigoni"
"DEFAULT-P837-DEFAULT-P837","DEFAULT","P837","DEFAULT","P837","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779444951","F-Sign Platinum 837 Medium Blue","F-Sign Platinum 837 Medium Blue","Ritrama | Fedrigoni"
"DEFAULT-P838-DEFAULT-P838","DEFAULT","P838","DEFAULT","P838","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779444956","F-Sign Platinum 838 Ocean Blue","F-Sign Platinum 838 Ocean Blue","Ritrama | Fedrigoni"
"DEFAULT-P839-DEFAULT-P839","DEFAULT","P839","DEFAULT","P839","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779444961","F-Sign Platinum 839 Olympic Blue","F-Sign Platinum 839 Olympic Blue","Ritrama | Fedrigoni"
"DEFAULT-P840-DEFAULT-P840","DEFAULT","P840","DEFAULT","P840","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779444970","F-Sign Platinum 840 Light Blue","F-Sign Platinum 840 Light Blue","Ritrama | Fedrigoni"
"DEFAULT-P841-DEFAULT-P841","DEFAULT","P841","DEFAULT","P841","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779444974","F-Sign Platinum 841 Petrol","F-Sign Platinum 841 Petrol","Ritrama | Fedrigoni"
"DEFAULT-P842-DEFAULT-P842","DEFAULT","P842","DEFAULT","P842","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779444980","F-Sign Platinum 842 Dark Petrol","F-Sign Platinum 842 Dark Petrol","Ritrama | Fedrigoni"
"DEFAULT-P843-DEFAULT-P843","DEFAULT","P843","DEFAULT","P843","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779444987","F-Sign Platinum 843 Dark Lagoon","F-Sign Platinum 843 Dark Lagoon","Ritrama | Fedrigoni"
"DEFAULT-P844-DEFAULT-P844","DEFAULT","P844","DEFAULT","P844","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779444992","F-Sign Platinum 844 Forest Green","F-Sign Platinum 844 Forest Green","Ritrama | Fedrigoni"
"DEFAULT-P845-DEFAULT-P845","DEFAULT","P845","DEFAULT","P845","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779444997","F-Sign Platinum 845 Dark Green","F-Sign Platinum 845 Dark Green","Ritrama | Fedrigoni"
"DEFAULT-P846-DEFAULT-P846","DEFAULT","P846","DEFAULT","P846","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779445001","F-Sign Platinum 846 Freedom Green","F-Sign Platinum 846 Freedom Green","Ritrama | Fedrigoni"
"DEFAULT-P847-DEFAULT-P847","DEFAULT","P847","DEFAULT","P847","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779445006","F-Sign Platinum 847 Medium Green","F-Sign Platinum 847 Medium Green","Ritrama | Fedrigoni"
"DEFAULT-P848-DEFAULT-P848","DEFAULT","P848","DEFAULT","P848","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779445010","F-Sign Platinum 848 Bright Green","F-Sign Platinum 848 Bright Green","Ritrama | Fedrigoni"
"DEFAULT-P849-DEFAULT-P849","DEFAULT","P849","DEFAULT","P849","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779445014","F-Sign Platinum 849 Grass Green","F-Sign Platinum 849 Grass Green","Ritrama | Fedrigoni"
"DEFAULT-P850-DEFAULT-P850","DEFAULT","P850","DEFAULT","P850","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779445025","F-Sign Platinum 850 Apple Green","F-Sign Platinum 850 Apple Green","Ritrama | Fedrigoni"
"DEFAULT-P851-DEFAULT-P851","DEFAULT","P851","DEFAULT","P851","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779445030","F-Sign Platinum 851 Yellow Green","F-Sign Platinum 851 Yellow Green","Ritrama | Fedrigoni"
"DEFAULT-P852-DEFAULT-P852","DEFAULT","P852","DEFAULT","P852","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779445036","F-Sign Platinum 852 Light Beige","F-Sign Platinum 852 Light Beige","Ritrama | Fedrigoni"
"DEFAULT-P853-DEFAULT-P853","DEFAULT","P853","DEFAULT","P853","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779445047","F-Sign Platinum 853 Chocolate Brown","F-Sign Platinum 853 Chocolate Brown","Ritrama | Fedrigoni"
"DEFAULT-P854-DEFAULT-P854","DEFAULT","P854","DEFAULT","P854","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779186732","F-Sign Platinum 854 Dark Brown","F-Sign Platinum 854 Dark Brown","Ritrama | Fedrigoni"
"DEFAULT-P855-DEFAULT-P855","DEFAULT","P855","DEFAULT","P855","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779445052","F-Sign Platinum 855 Mystic Grey","F-Sign Platinum 855 Mystic Grey","Ritrama | Fedrigoni"
"DEFAULT-P856-DEFAULT-P856","DEFAULT","P856","DEFAULT","P856","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779445061","F-Sign Platinum 856 Anthracite","F-Sign Platinum 856 Anthracite","Ritrama | Fedrigoni"
"DEFAULT-P857-DEFAULT-P857","DEFAULT","P857","DEFAULT","P857","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779445068","F-Sign Platinum 857 Traffic Grey","F-Sign Platinum 857 Traffic Grey","Ritrama | Fedrigoni"
"DEFAULT-P858-DEFAULT-P858","DEFAULT","P858","DEFAULT","P858","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779445073","F-Sign Platinum 858 Dark Grey","F-Sign Platinum 858 Dark Grey","Ritrama | Fedrigoni"
"DEFAULT-P859-DEFAULT-P859","DEFAULT","P859","DEFAULT","P859","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779445078","F-Sign Platinum 859 Medium Grey","F-Sign Platinum 859 Medium Grey","Ritrama | Fedrigoni"
"DEFAULT-P860-DEFAULT-P860","DEFAULT","P860","DEFAULT","P860","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779445087","F-Sign Platinum 860 Slate Grey","F-Sign Platinum 860 Slate Grey","Ritrama | Fedrigoni"
"DEFAULT-P861-DEFAULT-P861","DEFAULT","P861","DEFAULT","P861","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779445101","F-Sign Platinum 861 Grey","F-Sign Platinum 861 Grey","Ritrama | Fedrigoni"
"DEFAULT-P862-DEFAULT-P862","DEFAULT","P862","DEFAULT","P862","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779445106","F-Sign Platinum 862 Pearl Grey","F-Sign Platinum 862 Pearl Grey","Ritrama | Fedrigoni"
"DEFAULT-P863-DEFAULT-P863","DEFAULT","P863","DEFAULT","P863","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779445111","F-Sign Platinum 863 Silver","F-Sign Platinum 863 Silver","Ritrama | Fedrigoni"
"DEFAULT-P864-DEFAULT-P864","DEFAULT","P864","DEFAULT","P864","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779445116","F-Sign Platinum 864 Gold","F-Sign Platinum 864 Gold","Ritrama | Fedrigoni"
"DEFAULT-P865-DEFAULT-P865","DEFAULT","P865","DEFAULT","P865","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779445121","F-Sign Platinum 865 Anthracite Matt","F-Sign Platinum 865 Matt Anthracite","Ritrama | Fedrigoni"
"DEFAULT-P866-DEFAULT-P866","DEFAULT","P866","DEFAULT","P866","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779445125","F-Sign Platinum 866 Silver Matt","F-Sign Platinum 866 Matt Silver","Ritrama | Fedrigoni"
"DEFAULT-P867-DEFAULT-P867","DEFAULT","P867","DEFAULT","P867","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779445131","F-Sign Platinum 867 Copper Matt","F-Sign Platinum 867 Matt Copper","Ritrama | Fedrigoni"
"DEFAULT-P868-DEFAULT-P868","DEFAULT","P868","DEFAULT","P868","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779445094","F-Sign Platinum 868 Light Grey","F-Sign Platinum 868 Light Grey","Ritrama | Fedrigoni"
"DEFAULT-P898-DEFAULT-P898","DEFAULT","P898","DEFAULT","P898","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779445153","F-Sign Platinum 898 Transparent Matt","F-Sign Platinum 898 Matt Transparent","Ritrama | Fedrigoni"
"DEFAULT-P899-DEFAULT-P899","DEFAULT","P899","DEFAULT","P899","DEFAULT","1","10","0.00","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1779445147","F-Sign Platinum 899 Transparent","F-Sign Platinum 899 Transparent","Ritrama | Fedrigoni"
"DEFAULT-Panel_Wipe-DEFAULT-Panel_Wipe","DEFAULT","Panel_Wipe","DEFAULT","Panel_Wipe","DEFAULT","1","10","18.80","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1765206564","Panel Wipe Cleaner","Panel Wipe Cleaner","Doro Tape"
"DEFAULT-Paper_Roll_Dispenser-DEFAULT-Paper_Roll_Dispenser","DEFAULT","Paper_Roll_Dispenser","DEFAULT","Paper_Roll_Dispenser","DEFAULT","1","10","42.50","0.00","0.00","0.00","0","0.00","0.00","STANDARD","STANDARD","STANDARD","1765446899","Metal Roll Dispenser for Triple Ply Paper","Metal Roll Dispenser for Triple Ply Paper","SOTT"
