Type,SKU,Regular price,Sale price,Parent,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,meta:_price_tiers,Published,Visibility in catalog,In stock?,Backorders allowed?
variation,DFP49-sz02,639.90,,DFP49,Select Length of Roll,1370mm x 25m Roll,1,1,,1,visible,1,0
variation,DFP25-sz01,77.70,,DFP25,Select Length of Roll,1370mm x 5m Roll,1,1,,1,visible,1,0
variation,DFP25-sz02,349.65,,DFP25,Select Length of Roll,1370mm x 25m Roll,1,1,,1,visible,1,0
variation,DRYWIPELAM-sz01,257.60,,DRYWIPELAM,Choose Roll Size Below,1040mm x 100m,1,1,,1,visible,1,0
variation,DRYWIPELAM-sz02,322.90,,DRYWIPELAM,Choose Roll Size Below,1300mm x 100m,1,1,,1,visible,1,0
variation,DRYWIPELAM-sz03,380.10,,DRYWIPELAM,Choose Roll Size Below,1530mm x 100m*,1,1,,1,visible,1,0
variation,E3101-sz01,22.68,,E3101,Size / Format,or 1220mm wide — part roll - per mtr,1,1,,1,visible,1,0
variation,E3101-sz02,912.17,,E3101,Size / Format,or 1220mm wide — full 45.7 mtr roll,1,1,,1,visible,1,0
variation,E3101-sz03,11.34,,E3101,Size / Format,Size / Format — part roll - price per mtr,1,1,,1,visible,1,0
variation,E3101-sz04,456.09,,E3101,Size / Format,Size / Format — full 45.7 mtr roll,1,1,,1,visible,1,0
variation,E3102-sz01,22.68,,E3102,Size / Format,or 1220mm wide — part roll - per mtr,1,1,,1,visible,1,0
variation,E3102-sz02,912.17,,E3102,Size / Format,or 1220mm wide — full 45.7 mtr roll,1,1,,1,visible,1,0
variation,E3102-sz03,11.34,,E3102,Size / Format,Size / Format — part roll - price per mtr,1,1,,1,visible,1,0
variation,E3102-sz04,456.09,,E3102,Size / Format,Size / Format — full 45.7 mtr roll,1,1,,1,visible,1,0
variation,E4402-sz01,11.34,,E4402,Size / Format,part roll - price per mtr,1,1,,1,visible,1,0
variation,E4402-sz02,456.09,,E4402,Size / Format,full 45.7 mtr roll,1,1,,1,visible,1,0
variation,E6501-sz01,11.34,,E6501,Size / Format,Size / Format — part roll - price per mtr,1,1,,1,visible,1,0
variation,E6501-sz02,456.09,,E6501,Size / Format,Size / Format — full 45.7 mtr roll,1,1,,1,visible,1,0
variation,E6501-sz03,22.68,,E6501,Size / Format,or 1220mm wide — part roll - per mtr,1,1,,1,visible,1,0
variation,E6501-sz04,912.17,,E6501,Size / Format,or 1220mm wide — full 45.7 mtr roll,1,1,,1,visible,1,0
variation,E6502-sz01,11.34,,E6502,Size / Format,Size / Format — part roll - price per mtr,1,1,,1,visible,1,0
variation,E6502-sz02,456.09,,E6502,Size / Format,Size / Format — full 45.7 mtr roll,1,1,,1,visible,1,0
variation,E6502-sz03,22.68,,E6502,Size / Format,or 1220mm wide — part roll - per mtr,1,1,,1,visible,1,0
variation,E6502-sz04,912.17,,E6502,Size / Format,or 1220mm wide — full 45.7 mtr roll,1,1,,1,visible,1,0
variation,EK301-sz01,11.34,,EK301,Size / Format,part roll - price per mtr,1,1,,1,visible,1,0
variation,EK301-sz02,456.09,,EK301,Size / Format,full 45.7 mtr roll,1,1,,1,visible,1,0
variation,EGL-sz01,57.40,,EGL,Choose Size Below,500mm x 50m,1,1,,1,visible,1,0
variation,EGL-sz02,71.10,,EGL,Choose Size Below,760mm x 50m,1,1,,1,visible,1,0
variation,EGL-sz03,105.40,,EGL,Choose Size Below,1370mm x 50m,1,1,,1,visible,1,0
variation,EGL-sz04,114.70,,EGL,Choose Size Below,1520mm x 50m,1,1,,1,visible,1,0
variation,EML-sz01,71.10,,EML,Choose Size Below,760mm x 50m,1,1,,1,visible,1,0
variation,EML-sz02,105.40,,EML,Choose Size Below,1370mm x 50m,1,1,,1,visible,1,0
variation,EML-sz03,137.80,,EML,Choose Size Below,1600mm x 50m,1,1,,1,visible,1,0
variation,180STL-sz01,196.30,,180STL,Choose Size Below,914mm x 30m Roll,1,1,,1,visible,1,0
variation,180STL-sz02,271.50,,180STL,Choose Size Below,1270mm x 30m Roll,1,1,,1,visible,1,0
variation,200SGB-sz01,165.70,,200SGB,Choose Size Below,914mm x 30m Roll,1,1,,1,visible,1,0
variation,200SGB-sz02,232.80,,200SGB,Choose Size Below,1270mm x 30m Roll,1,1,,1,visible,1,0
variation,200SGB-sz03,255.90,,200SGB,Choose Size Below,1370mm x 30m Roll,1,1,,1,visible,1,0
variation,200SGB-sz04,284.20,,200SGB,Choose Size Below,1524mm x 30m Roll,1,1,,1,visible,1,0
variation,230STL-sz01,237.20,,230STL,Choose Size Below,914mm x 30m,1,1,,1,visible,1,0
variation,230STL-sz02,328.40,,230STL,Choose Size Below,1270mm x 30m Roll,1,1,,1,visible,1,0
variation,230STL-sz03,394.90,,230STL,Choose Size Below,1524mm x 30m Roll,1,1,,1,visible,1,0
variation,385STL-sz01,343.60,,385STL,Choose Size Below,1270mm x 20m Roll,1,1,,1,visible,1,0
variation,142SGC-sz01,255.90,,142SGC,Choose Size Below,1370mm x 30m Roll,1,1,,1,visible,1,0
variation,M379-sz01,3.50,,M379,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,M379-sz02,154.00,,M379,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,M379-sz03,1.75,,M379,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,M379-sz04,77.00,,M379,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,DIGI-MESH-sz01,129.30,,DIGI-MESH,Select Size of Roll,1370mm x 30m Roll,1,1,,1,visible,1,0
variation,DIGI-MESH-sz02,166.00,,DIGI-MESH,Select Size of Roll,1600mm x 30m Roll,1,1,,1,visible,1,0
variation,MP330-sz01,79.10,,MP330,Size / Format,1370mm x 5m roll,1,1,,1,visible,1,0
variation,MP330-sz02,355.95,,MP330,Size / Format,1370mm x 25m roll,1,1,,1,visible,1,0
variation,EASYDOT-sz01,220.40,,EASYDOT,Size / Format,Choose Colour Below — Matt White 6030349,1,1,,1,visible,1,0
variation,EASYDOT-sz02,233.70,,EASYDOT,Size / Format,Choose Colour Below — Clear Matt 6032517,1,1,,1,visible,1,0
variation,EASYDOTPP-sz01,272.60,,EASYDOTPP,Size / Format,Choose Colour Below — Transparent 6042598,1,1,,1,visible,1,0
variation,P800-sz01,5.10,,P800,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,P800-sz02,230.00,,P800,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,P800-sz03,5.68,,P800,Size / Format,or 1220mm wide here — part roll (Airflow Adhesive) - price per metre,1,1,,1,visible,1,0
variation,P800-sz04,256.00,,P800,Size / Format,or 1220mm wide here — full 50 metre roll (Airflow Adhesive),1,1,,1,visible,1,0
variation,P800-sz05,2.55,,P800,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,P800-sz06,115.00,,P800,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,P800-sz07,2.84,,P800,Size / Format,Size / Format — part roll (Airflow Adhesive) - price per metre,1,1,,1,visible,1,0
variation,P800-sz08,128.00,,P800,Size / Format,Size / Format — full 50 metre roll (Airflow Adhesive),1,1,,1,visible,1,0
variation,P801-sz01,2.55,,P801,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,P801-sz02,115.00,,P801,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,P801-sz03,2.84,,P801,Size / Format,Size / Format — part roll (Airflow Adhesive) - price per metre,1,1,,1,visible,1,0
variation,P801-sz04,128.00,,P801,Size / Format,Size / Format — full 50 metre roll (Airflow Adhesive),1,1,,1,visible,1,0
variation,P801-sz05,5.10,,P801,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,P801-sz06,230.00,,P801,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,P801-sz07,5.68,,P801,Size / Format,or 1220mm wide here — part roll (Airflow Adhesive) - price per metre,1,1,,1,visible,1,0
variation,P801-sz08,256.00,,P801,Size / Format,or 1220mm wide here — full 50 metre roll (Airflow Adhesive),1,1,,1,visible,1,0
variation,P802-sz01,5.10,,P802,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,P802-sz02,230.00,,P802,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,P802-sz03,5.68,,P802,Size / Format,or 1220mm wide here — part roll (Airflow Adhesive) - price per metre,1,1,,1,visible,1,0
variation,P802-sz04,256.00,,P802,Size / Format,or 1220mm wide here — full 50 metre roll (Airflow Adhesive),1,1,,1,visible,1,0
variation,P802-sz05,2.55,,P802,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,P802-sz06,115.00,,P802,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,P802-sz07,2.84,,P802,Size / Format,Size / Format — part roll (Airflow Adhesive) - price per metre,1,1,,1,visible,1,0
variation,P802-sz08,128.00,,P802,Size / Format,Size / Format — full 50 metre roll (Airflow Adhesive),1,1,,1,visible,1,0
variation,P803-sz01,5.10,,P803,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,P803-sz02,230.00,,P803,Size / Format,or 1220mm wide here — full 50 metre roll,1,1,,1,visible,1,0
variation,P803-sz03,5.68,,P803,Size / Format,or 1220mm wide here — part roll (Airflow Adhesive) - price per metre,1,1,,1,visible,1,0
variation,P803-sz04,256.00,,P803,Size / Format,or 1220mm wide here — full 50 metre roll (Airflow Adhesive),1,1,,1,visible,1,0
variation,P803-sz05,2.55,,P803,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,P803-sz06,115.00,,P803,Size / Format,Size / Format — full 50 metre roll,1,1,,1,visible,1,0
variation,P803-sz07,2.84,,P803,Size / Format,Size / Format — part roll (Airflow Adhesive) - price per metre,1,1,,1,visible,1,0
variation,P803-sz08,128.00,,P803,Size / Format,Size / Format — full 50 metre roll (Airflow Adhesive),1,1,,1,visible,1,0
variation,P804-sz01,6.02,,P804,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,P804-sz02,135.50,,P804,Size / Format,or 1220mm wide here — full 25 metre roll,1,1,,1,visible,1,0
variation,P804-sz03,3.01,,P804,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,P804-sz04,67.75,,P804,Size / Format,Size / Format — full 25 metre roll,1,1,,1,visible,1,0
variation,P805-sz01,6.02,,P805,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,P805-sz02,135.50,,P805,Size / Format,or 1220mm wide here — full 25 metre roll,1,1,,1,visible,1,0
variation,P805-sz03,3.01,,P805,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,P805-sz04,67.75,,P805,Size / Format,Size / Format — full 25 metre roll,1,1,,1,visible,1,0
variation,P806-sz01,6.02,,P806,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,P806-sz02,135.50,,P806,Size / Format,or 1220mm wide here — full 25 metre roll,1,1,,1,visible,1,0
variation,P806-sz03,6.76,,P806,Size / Format,or 1220mm wide here — part roll (Airflow Adhesive) - price per metre,1,1,,1,visible,1,0
variation,P806-sz04,152.00,,P806,Size / Format,or 1220mm wide here — full 25 metre roll (Airflow Adhesive),1,1,,1,visible,1,0
variation,P806-sz05,3.01,,P806,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,P806-sz06,67.75,,P806,Size / Format,Size / Format — full 25 metre roll,1,1,,1,visible,1,0
variation,P806-sz07,3.38,,P806,Size / Format,Size / Format — part roll (Airflow Adhesive) - price per metre,1,1,,1,visible,1,0
variation,P806-sz08,76.00,,P806,Size / Format,Size / Format — full 25 metre roll (Airflow Adhesive),1,1,,1,visible,1,0
variation,P807-sz01,3.01,,P807,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,P807-sz02,67.75,,P807,Size / Format,Size / Format — full 25 metre roll,1,1,,1,visible,1,0
variation,P807-sz03,3.38,,P807,Size / Format,Size / Format — part roll (Airflow Adhesive) - price per metre,1,1,,1,visible,1,0
variation,P807-sz04,76.00,,P807,Size / Format,Size / Format — full 25 metre roll (Airflow Adhesive),1,1,,1,visible,1,0
variation,P807-sz05,6.02,,P807,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,P807-sz06,135.50,,P807,Size / Format,or 1220mm wide here — full 25 metre roll,1,1,,1,visible,1,0
variation,P807-sz07,6.76,,P807,Size / Format,or 1220mm wide here — part roll (Airflow Adhesive) - price per metre,1,1,,1,visible,1,0
variation,P807-sz08,152.00,,P807,Size / Format,or 1220mm wide here — full 25 metre roll (Airflow Adhesive),1,1,,1,visible,1,0
variation,P808-sz01,6.02,,P808,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,P808-sz02,135.50,,P808,Size / Format,or 1220mm wide here — full 25 metre roll,1,1,,1,visible,1,0
variation,P808-sz03,3.01,,P808,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,P808-sz04,67.75,,P808,Size / Format,Size / Format — full 25 metre roll,1,1,,1,visible,1,0
variation,P809-sz01,6.02,,P809,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,P809-sz02,135.50,,P809,Size / Format,or 1220mm wide here — full 25 metre roll,1,1,,1,visible,1,0
variation,P809-sz03,3.01,,P809,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,P809-sz04,67.75,,P809,Size / Format,Size / Format — full 25 metre roll,1,1,,1,visible,1,0
variation,P810-sz01,6.02,,P810,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,P810-sz02,135.50,,P810,Size / Format,or 1220mm wide here — full 25 metre roll,1,1,,1,visible,1,0
variation,P810-sz03,3.01,,P810,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,P810-sz04,67.75,,P810,Size / Format,Size / Format — full 25 metre roll,1,1,,1,visible,1,0
variation,P811-sz01,6.02,,P811,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,P811-sz02,135.50,,P811,Size / Format,or 1220mm wide here — full 25 metre roll,1,1,,1,visible,1,0
variation,P811-sz03,3.01,,P811,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,P811-sz04,67.75,,P811,Size / Format,Size / Format — full 25 metre roll,1,1,,1,visible,1,0
variation,P812-sz01,6.02,,P812,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,P812-sz02,135.50,,P812,Size / Format,or 1220mm wide here — full 25 metre roll,1,1,,1,visible,1,0
variation,P812-sz03,6.76,,P812,Size / Format,or 1220mm wide here — part roll (Airflow Adhesive) - price per metre,1,1,,1,visible,1,0
variation,P812-sz04,152.00,,P812,Size / Format,or 1220mm wide here — full 25 metre roll (Airflow Adhesive),1,1,,1,visible,1,0
variation,P812-sz05,3.01,,P812,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,P812-sz06,67.75,,P812,Size / Format,Size / Format — full 25 metre roll,1,1,,1,visible,1,0
variation,P812-sz07,3.38,,P812,Size / Format,Size / Format — part roll (Airflow Adhesive) - price per metre,1,1,,1,visible,1,0
variation,P812-sz08,76.00,,P812,Size / Format,Size / Format — full 25 metre roll (Airflow Adhesive),1,1,,1,visible,1,0
variation,P813-sz01,6.02,,P813,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,P813-sz02,135.50,,P813,Size / Format,or 1220mm wide here — full 25 metre roll,1,1,,1,visible,1,0
variation,P813-sz03,3.01,,P813,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,P813-sz04,67.75,,P813,Size / Format,Size / Format — full 25 metre roll,1,1,,1,visible,1,0
variation,P814-sz01,6.02,,P814,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,P814-sz02,135.50,,P814,Size / Format,or 1220mm wide here — full 25 metre roll,1,1,,1,visible,1,0
variation,P814-sz03,3.01,,P814,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,P814-sz04,67.75,,P814,Size / Format,Size / Format — full 25 metre roll,1,1,,1,visible,1,0
variation,P815-sz01,6.02,,P815,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,P815-sz02,135.50,,P815,Size / Format,or 1220mm wide here — full 25 metre roll,1,1,,1,visible,1,0
variation,P815-sz03,3.01,,P815,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,P815-sz04,67.75,,P815,Size / Format,Size / Format — full 25 metre roll,1,1,,1,visible,1,0
variation,P816-sz01,6.02,,P816,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,P816-sz02,135.50,,P816,Size / Format,or 1220mm wide here — full 25 metre roll,1,1,,1,visible,1,0
variation,P816-sz03,6.76,,P816,Size / Format,or 1220mm wide here — part roll (Airflow Adhesive) - price per metre,1,1,,1,visible,1,0
variation,P816-sz04,152.00,,P816,Size / Format,or 1220mm wide here — full 25 metre roll (Airflow Adhesive),1,1,,1,visible,1,0
variation,P816-sz05,3.01,,P816,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,P816-sz06,67.75,,P816,Size / Format,Size / Format — full 25 metre roll,1,1,,1,visible,1,0
variation,P816-sz07,3.38,,P816,Size / Format,Size / Format — part roll (Airflow Adhesive) - price per metre,1,1,,1,visible,1,0
variation,P816-sz08,76.00,,P816,Size / Format,Size / Format — full 25 metre roll (Airflow Adhesive),1,1,,1,visible,1,0
variation,P817-sz01,3.01,,P817,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,P817-sz02,67.75,,P817,Size / Format,Size / Format — full 25 metre roll,1,1,,1,visible,1,0
variation,P817-sz03,3.38,,P817,Size / Format,Size / Format — part roll (Airflow Adhesive) - price per metre,1,1,,1,visible,1,0
variation,P817-sz04,76.00,,P817,Size / Format,Size / Format — full 25 metre roll (Airflow Adhesive),1,1,,1,visible,1,0
variation,P817-sz05,6.02,,P817,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,P817-sz06,135.50,,P817,Size / Format,or 1220mm wide here — full 25 metre roll,1,1,,1,visible,1,0
variation,P817-sz07,6.76,,P817,Size / Format,or 1220mm wide here — part roll (Airflow Adhesive) - price per metre,1,1,,1,visible,1,0
variation,P817-sz08,152.00,,P817,Size / Format,or 1220mm wide here — full 25 metre roll (Airflow Adhesive),1,1,,1,visible,1,0
variation,P818-sz01,6.02,,P818,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,P818-sz02,135.50,,P818,Size / Format,or 1220mm wide here — full 25 metre roll,1,1,,1,visible,1,0
variation,P818-sz03,3.01,,P818,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,P818-sz04,67.75,,P818,Size / Format,Size / Format — full 25 metre roll,1,1,,1,visible,1,0
variation,P819-sz01,3.01,,P819,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,P819-sz02,67.75,,P819,Size / Format,Size / Format — full 25 metre roll,1,1,,1,visible,1,0
variation,P819-sz03,3.38,,P819,Size / Format,Size / Format — part roll (Airflow Adhesive) - price per metre,1,1,,1,visible,1,0
variation,P819-sz04,76.00,,P819,Size / Format,Size / Format — full 25 metre roll (Airflow Adhesive),1,1,,1,visible,1,0
variation,P819-sz05,6.02,,P819,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,P819-sz06,135.50,,P819,Size / Format,or 1220mm wide here — full 25 metre roll,1,1,,1,visible,1,0
variation,P819-sz07,6.76,,P819,Size / Format,or 1220mm wide here — part roll (Airflow Adhesive) - price per metre,1,1,,1,visible,1,0
variation,P819-sz08,152.00,,P819,Size / Format,or 1220mm wide here — full 25 metre roll (Airflow Adhesive),1,1,,1,visible,1,0
variation,P820-sz01,6.02,,P820,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,P820-sz02,135.50,,P820,Size / Format,or 1220mm wide here — full 25 metre roll,1,1,,1,visible,1,0
variation,P820-sz03,6.76,,P820,Size / Format,or 1220mm wide here — part roll (Airflow Adhesive) - price per metre,1,1,,1,visible,1,0
variation,P820-sz04,152.00,,P820,Size / Format,or 1220mm wide here — full 25 metre roll (Airflow Adhesive),1,1,,1,visible,1,0
variation,P820-sz05,3.01,,P820,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,P820-sz06,67.75,,P820,Size / Format,Size / Format — full 25 metre roll,1,1,,1,visible,1,0
variation,P820-sz07,3.38,,P820,Size / Format,Size / Format — part roll (Airflow Adhesive) - price per metre,1,1,,1,visible,1,0
variation,P820-sz08,76.00,,P820,Size / Format,Size / Format — full 25 metre roll (Airflow Adhesive),1,1,,1,visible,1,0
variation,P821-sz01,6.02,,P821,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,P821-sz02,135.50,,P821,Size / Format,or 1220mm wide here — full 25 metre roll,1,1,,1,visible,1,0
variation,P821-sz03,3.01,,P821,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,P821-sz04,67.75,,P821,Size / Format,Size / Format — full 25 metre roll,1,1,,1,visible,1,0
variation,P822-sz01,6.02,,P822,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,P822-sz02,135.50,,P822,Size / Format,or 1220mm wide here — full 25 metre roll,1,1,,1,visible,1,0
variation,P822-sz03,3.01,,P822,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,P822-sz04,67.75,,P822,Size / Format,Size / Format — full 25 metre roll,1,1,,1,visible,1,0
variation,P823-sz01,6.02,,P823,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,P823-sz02,135.50,,P823,Size / Format,or 1220mm wide here — full 25 metre roll,1,1,,1,visible,1,0
variation,P823-sz03,3.01,,P823,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,P823-sz04,67.75,,P823,Size / Format,Size / Format — full 25 metre roll,1,1,,1,visible,1,0
variation,P824-sz01,6.02,,P824,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,P824-sz02,135.50,,P824,Size / Format,or 1220mm wide here — full 25 metre roll,1,1,,1,visible,1,0
variation,P824-sz03,3.01,,P824,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,P824-sz04,67.75,,P824,Size / Format,Size / Format — full 25 metre roll,1,1,,1,visible,1,0
variation,P825-sz01,6.02,,P825,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,P825-sz02,135.50,,P825,Size / Format,or 1220mm wide here — full 25 metre roll,1,1,,1,visible,1,0
variation,P825-sz03,3.01,,P825,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,P825-sz04,67.75,,P825,Size / Format,Size / Format — full 25 metre roll,1,1,,1,visible,1,0
variation,P826-sz01,6.02,,P826,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,P826-sz02,135.50,,P826,Size / Format,or 1220mm wide here — full 25 metre roll,1,1,,1,visible,1,0
variation,P826-sz03,3.01,,P826,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,P826-sz04,67.75,,P826,Size / Format,Size / Format — full 25 metre roll,1,1,,1,visible,1,0
variation,P827-sz01,6.02,,P827,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,P827-sz02,135.50,,P827,Size / Format,or 1220mm wide here — full 25 metre roll,1,1,,1,visible,1,0
variation,P827-sz03,3.01,,P827,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,P827-sz04,67.75,,P827,Size / Format,Size / Format — full 25 metre roll,1,1,,1,visible,1,0
variation,P828-sz01,6.02,,P828,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,P828-sz02,135.50,,P828,Size / Format,or 1220mm wide here — full 25 metre roll,1,1,,1,visible,1,0
variation,P828-sz03,3.01,,P828,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,P828-sz04,67.75,,P828,Size / Format,Size / Format — full 25 metre roll,1,1,,1,visible,1,0
variation,P829-sz01,6.02,,P829,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,P829-sz02,135.50,,P829,Size / Format,or 1220mm wide here — full 25 metre roll,1,1,,1,visible,1,0
variation,P829-sz03,3.01,,P829,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,P829-sz04,67.75,,P829,Size / Format,Size / Format — full 25 metre roll,1,1,,1,visible,1,0
variation,P830-sz01,6.02,,P830,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,P830-sz02,135.50,,P830,Size / Format,or 1220mm wide here — full 25 metre roll,1,1,,1,visible,1,0
variation,P830-sz03,3.01,,P830,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,P830-sz04,67.75,,P830,Size / Format,Size / Format — full 25 metre roll,1,1,,1,visible,1,0
variation,P832-sz01,6.02,,P832,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,P832-sz02,135.50,,P832,Size / Format,or 1220mm wide here — full 25 metre roll,1,1,,1,visible,1,0
variation,P832-sz03,3.01,,P832,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,P832-sz04,67.75,,P832,Size / Format,Size / Format — full 25 metre roll,1,1,,1,visible,1,0
variation,P833-sz01,6.02,,P833,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,P833-sz02,135.50,,P833,Size / Format,or 1220mm wide here — full 25 metre roll,1,1,,1,visible,1,0
variation,P833-sz03,6.76,,P833,Size / Format,or 1220mm wide here — part roll (Airflow Adhesive) - price per metre,1,1,,1,visible,1,0
variation,P833-sz04,152.00,,P833,Size / Format,or 1220mm wide here — full 25 metre roll (Airflow Adhesive),1,1,,1,visible,1,0
variation,P833-sz05,3.01,,P833,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,P833-sz06,67.75,,P833,Size / Format,Size / Format — full 25 metre roll,1,1,,1,visible,1,0
variation,P833-sz07,3.38,,P833,Size / Format,Size / Format — part roll (Airflow Adhesive) - price per metre,1,1,,1,visible,1,0
variation,P833-sz08,76.00,,P833,Size / Format,Size / Format — full 25 metre roll (Airflow Adhesive),1,1,,1,visible,1,0
variation,P834-sz01,6.02,,P834,Size / Format,or 1220mm wide here — part roll - price per metre,1,1,,1,visible,1,0
variation,P834-sz02,135.50,,P834,Size / Format,or 1220mm wide here — full 25 metre roll,1,1,,1,visible,1,0
variation,P834-sz03,6.76,,P834,Size / Format,or 1220mm wide here — part roll (Airflow Adhesive) - price per metre,1,1,,1,visible,1,0
variation,P834-sz04,152.00,,P834,Size / Format,or 1220mm wide here — full 25 metre roll (Airflow Adhesive),1,1,,1,visible,1,0
variation,P834-sz05,3.01,,P834,Size / Format,Size / Format — part roll - price per metre,1,1,,1,visible,1,0
variation,P834-sz06,67.75,,P834,Size / Format,Size / Format — full 25 metre roll,1,1,,1,visible,1,0
