"id","name","prodnum","manufacturer","imgsm","discexclusions","suppressreport","barcode","vendorid","vendoritemid","vendordesc","purchcosteach","avgcosteach","mapprice","acctsysprice","casequantity","casebarcode","acctsysasset","acctsyscogs","acctsysincome","acctsyspri","acctsysalt","acctsysprimod","acctsysaltmod","invtype","notifystock","invlevel","invoversell","invsalesorder","invshipmanager","invpurchord","warehouseloc","delmethod","shipnumbox","servreq","shipmustrate","shipfreethreshtrigger","customship","shiponename","shiponeprice","shiptwoname","shiptwoprice","shipthreename","shipthreeprice","shiplocal","shipint","shiplength","shipwidth","shipheight","shipnest","shipweight","xprodoptions","xprodoptionsdisp","addemtext","customdata","customdispoos","customdispover","purchcostdropeach","mappricewhl","invitemminquan","invitemincquan","invitemmaxquan","invautonegwhl","invautonegchannel","easypick"
"RJPET75","Ritrama Ri-Jet PET75 Ultra-Clear Vinyl","RJPET75","Ritrama","Ri-Jet PET75.png","","0","","DEFAULT","100","Ritrama Ri-Jet PET75 Ultra-Clear Vinyl","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","CUTSIZE, perfectlyclear","ADDON, DEFAULT","















































","","","","0","0","0","0","0","0","0",""
"RM04_Brown_Chocolate","RM04 Brown Chocolate","Cover Styl' RM04","Cover_Styl","RM04_Brown_Chocolate.jpg","","0","","DEFAULT","","RM04 Brown Chocolate","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","DROPUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","Cover-Styl-Colour-Essential","ADDON, DEFAULT","","","","2-3 days","0","0","0","0","0","0","0",""
"RM06_Dark_Grey","RM06 Anthracite Grey","Cover Styl' RM06","Cover_Styl","RM06_Dark_Grey.jpg","","0","","DEFAULT","","RM06 Dark Grey","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","DROPUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","Cover-Styl-Colour-Essential","ADDON, DEFAULT","","","","2-3 days","0","0","0","0","0","0","0",""
"RM13_Beige","RM13 Alabaster","Cover Styl' RM13","Cover_Styl","RM13_Beige.jpg","","0","","DEFAULT","","RM13 Beige","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","DROPUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","Cover-Styl-Colour-Essential","ADDON, DEFAULT","","","","2-3 days","0","0","0","0","0","0","0",""
"RM29_Anthracite_Grey","RM29 Onyx","Cover Styl' RM29","Cover_Styl","RM29_Anthracite_Grey.jpg","","0","","DEFAULT","","RM29 Anthracite Grey","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","DROPUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","2-3 days","0","0","0","0","0","0","0",""
"Roland-BN20-Waste-Tank","Roland BN20 Waste Tank","ROLWASTE","Roland","Roland-Waste-Tank.jpg","","0","","DEFAULT","3430","Roland Cutting Blades","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"Roland-CAMM-1-Cutter-Blades","Roland CAMM-1 Cutter Blades","ROLBLADE001","Roland","Roland _ZEC_U1005.jpg","","0","","DEFAULT","3022","Roland CAMM-1 Cutter Blades","0","0","0","105","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"Roland-Cleaning-Kit","Roland Cleaning Kit for ESL5 inks","ROLC-K","Roland","Roland-Cleaning-Kit.jpg","","0","","DEFAULT","3430","Roland Cutting Blades","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"Roland-Cleaning-Kit-TR2","Roland Cleaning Kit for TR2 inks","ROLC-K2","Roland","Roland-Cleaning-Kit.jpg","","0","","DEFAULT","3430","Roland Cutting Blades","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"Roland-Cutting-Strip","Roland Cutting Strip for BN20","ROLCUT","Roland","Roland-Cutting-Strip-BN20.jpg","","0","","DEFAULT","3430","Roland Cutting Blades","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"Roland-Wipers","Roland Wipers for BN20","ROLWIPE / 2","Roland","Roland-Wipers.jpg","","0","","DEFAULT","3430","Roland Cutting Blades","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","Roland_Wipers","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"Roland_Plotter_Blade","Roland Cutting Blades","R10 / R20","Doro_Tape","R10V.jpg","","0","","DEFAULT","3430","Roland Cutting Blades","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","M_ROLAND","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"Roland_Smart_Knives","Roland Smart Knives","RSK / MSK","DEFAULT","RSK250V.jpg","","0","","DEFAULT","3395","Smart Knife","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","ROLAND_SMART, SMTKNIFE_NEW_EX","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"Roll-Up-Banner-Stand-850mm","Roll Up Banner Stand 850mm","8016","DEFAULT","Roll-Up-Banner-Stand.jpg","","0","","DEFAULT","8016","Roll Up Banner Stand 850mm","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","DEFAULT, ADDON","","","","","0","0","0","0","0","0","0",""
"Rollepro","RollePro","ROLLEPRO","SOTT","","","0","","DEFAULT","3025","Aslan Squeegee","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"Roll_Storage_Floor_Rack","Roll Storage Floor Rack","ROLL","SOTT","Roll_Storage_Floor_Rack.jpg","","0","","DEFAULT","3016","Roll Storage Floor Rack","0","0","0","269","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"Roll_Support","Aluminium Roll Support","ROLL","SOTT","Roll_Support.png","","0","","DEFAULT","2805","Application Tape Accessories :: Maskmaster","0","0","0","73","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","Roll_Support","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"S3162_Smooth_Rose_Gold","Smooth Rose Gold","S3162","R-Tape","S3162_Smooth_Rose_Gold.png","","0","","DEFAULT","","Smooth Rose Gold","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","EFXINDOOR610,EFXINDOOR1220","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"S410625","Aslan S41 :: 625mm x 25m","S41","Aslan","S41.jpg","","0","","DEFAULT","2621","Aslan S41 :: 625mm x 25m","0","0","0","96","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALINV","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"S411250","Aslan S41 :: 1250mm x 25m","S41","Aslan","S41.jpg","","0","","DEFAULT","2621","Aslan S41 :: 1250mm x 25m","0","0","0","193","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALINV","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"S4402_Florentine_Leaf","Florentine Leaf","S4402","R-Tape","S4402_Florentine_Leaf.png","","0","","DEFAULT","","Florentine Leaf","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","EFXINDOOR610ONLY","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"S64_0625","Aslan S64 :: 625mm Width","S64","Aslan","S64.jpg","","0","","DEFAULT","2705","Aslan S64 :: 625mm Width","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"S64_1250","Aslan S64 :: 1250mm Width","S64","Aslan","S64.jpg","","0","","DEFAULT","2710","Aslan S64 :: 1250mm Width","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"S6501_Fine_Brush_Silver","Fine Brush Silver","S6501","R-Tape","S6501_Fine_Brush_Silver.png","","0","","DEFAULT","","Fine Brush Silver","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","EFXINDOOR610, EFXINDOOR1370,","ADDON, DEFAULT","","","Back in stock soon.  Click to receive an in stock email notification for this item as soon as it becomes available.","","0","0","0","0","0","0","0",""
"S6502_Fine_Brush_Gold","Fine Brush Gold","S6502","R-Tape","E6502_Fine_Brushed_Gold.png","","0","","DEFAULT","","Fine Brush Gold","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","EFXINDOOR610, EFXINDOOR1220,","ADDON, DEFAULT","","","Back in stock soon.  Click to receive an in stock email notification for this item as soon as it becomes available.","","0","0","0","0","0","0","0",""
"S6562_Fine_Brush_Rose_Gold","Fine Brush Rose Gold","S6562","R-Tape","S6562_Fine_Brush_Rose_Gold.png","","0","","DEFAULT","","Fine Brush Rose Gold","0","0","0","1","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","EFXINDOOR610,EFXINDOOR1220","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"S66_0625","Aslan S66 :: 625mm Width","S66","Aslan","S66.jpg","","0","","DEFAULT","2705","Aslan S66 :: 625mm Width","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"S66_1250","Aslan S66 :: 1250mm Width","S66","Aslan","S66.jpg","","0","","DEFAULT","2705","Aslan S66 :: 1250mm Width","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"S68_0625","Aslan S68 :: 625mm Width","S68","Aslan","S68.jpg","","0","","DEFAULT","2731","Aslan S68 :: 625mm Width","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"S68_1250","Aslan S68 :: 1250mm Width","S68","Aslan","S68.jpg","","0","","DEFAULT","2735","Aslan S68 :: 1250mm Width","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"S790625","Aslan S79 :: 625mm Width","S79","Aslan","ASLAN_S79.jpg","","0","","DEFAULT","2626","Aslan S79 :: 625mm Width","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","Roll_S79_0625","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"S791250","Aslan S79 :: 1250mm Width","S79","Aslan","ASLAN_S79.jpg","","0","","DEFAULT","2626","Aslan S79 :: 1250mm Width","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALUNL","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","Roll_S79_1250","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"SALE_4803","Light Blue Nylo-Flex HTV for heat pressing onto Nylon 500mm","4803","DEFAULT","4803_Light_Blue.png","","0","","DEFAULT","102","Laminating Film     Various Sizes Available","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALINV","","5","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"SALE_4804","Green Nylo-Flex HTV for heat pressing onto Nylon 500mm","4804","DEFAULT","4804_Green.png","","0","","DEFAULT","102","Laminating Film     Various Sizes Available","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALINV","","18","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"SALE_4806","Royal Blue Nylo-Flex HTV for heat pressing onto Nylon 500mm","4806","DEFAULT","4806_Royal_Blue.png","","0","","DEFAULT","102","Laminating Film     Various Sizes Available","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALINV","","22","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"SALE_4820","Gold Nylo-Flex HTV for heat pressing onto Nylon 500mm","4820","DEFAULT","4820_Gold.png","","0","","DEFAULT","102","Laminating Film     Various Sizes Available","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALINV","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"SALE_7550","Yellow Flock HTV for heat pressing onto Cotton / Polyester 500mm","7550","DEFAULT","110_Yellow.png","","0","","DEFAULT","102","Laminating Film     Various Sizes Available","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALINV","","14","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"SALE_7667_1220","Ritrama Azurite Gemstone Cast Sign Vinyl 1220mm x 5m","7667","DEFAULT","7667-Azurite.png","","0","","DEFAULT","102","Laminating Film     Various Sizes Available","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALINV","","5","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","



","","","","0","0","0","0","0","0","0",""
"SALE_7945_1220","Ritrama Fire Opal Gemstone Cast Sign Vinyl 1220mm x 5m","7945","DEFAULT","7945-Fire-Opal.png","","0","","DEFAULT","102","Laminating Film     Various Sizes Available","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALINV","","5","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","




","","","","0","0","0","0","0","0","0",""
"SALE_9056_1270","White Matt 0.3mm Magnetic Vinyl 1270mm x 30m","9056","DEFAULT","9050mag.jpg","","0","","DEFAULT","102","Laminating Film     Various Sizes Available","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALINV","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"SALE_Digital_Print_Fabric_Digi-Fab_610","610mm x 30m White Digital Print Self-Adhesive Fabric for Aqueous Inks","DIGIFABAQ","DEFAULT","SALE.jpg","","0","","DEFAULT","102","Laminating Film     Various Sizes Available","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALINV","","7","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","








","","","","0","0","0","0","0","0","0",""
"SALE_Digital_Print_Film_Enviroprint_1370","1370mm x 50m Matt White Digital Print Film for Eco Solvent, UV & Latex Inks - PVC FREE","ENVIROPRINT","DEFAULT","SALE.jpg","","0","","DEFAULT","102","Laminating Film     Various Sizes Available","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALINV","","1","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","
","","","","0","0","0","0","0","0","0",""
"SALE_Digital_Print_Paper_1370","1370mm x 61m Digital Print Blueback Paper for Eco-Sol & UV Inks Only- 120gsm","DIGI-PAPER 120","DEFAULT","SALE.jpg","","0","","DEFAULT","102","Laminating Film     Various Sizes Available","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALINV","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"SALE_Digital_Print_Paper_1600","1600mm x 100m Digital Print Blueback Paper for Eco-Sol & UV Inks Only - 115gsm","DIGI-PAPER 115","DEFAULT","SALE.jpg","","0","","DEFAULT","102","Laminating Film     Various Sizes Available","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALINV","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","","","","","0","0","0","0","0","0","0",""
"SALE_Digital_Print_Vinyl_3162M_1370","1370mm x 50m 4 year Matt White Digital Print Vinyl for Eco-Solvent, UV & Latex Inks - Removable","ORAJET 3162M","DEFAULT","SALE.jpg","","0","","DEFAULT","102","Laminating Film     Various Sizes Available","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALINV","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","








","","","","0","0","0","0","0","0","0",""
"SALE_Digital_Print_Vinyl_3162M_1600","1600mm x 50m 4 year Matt White Digital Print Vinyl for Eco-Solvent, UV & Latex Inks - Removable","ORAJET 3162M","DEFAULT","SALE.jpg","","0","","DEFAULT","102","Laminating Film     Various Sizes Available","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALINV","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","






","","","","0","0","0","0","0","0","0",""
"SALE_Digital_Print_Vinyl_3162_1600","1600mm x 50m 4 year Matt White Digital Print Vinyl for Eco-Solvent, UV & Latex Inks","ORAJET 3162","DEFAULT","SALE.jpg","","0","","DEFAULT","102","Laminating Film     Various Sizes Available","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALINV","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","






","","","","0","0","0","0","0","0","0",""
"SALE_Digital_Print_Vinyl_DFP33_1370","1370mm x 25m Print N Go Floor Graphic Vinyl for Eco-Solvent, UV & Latex Inks - R9 Slip Resistance","ASLAN DFP33","DEFAULT","SALE.jpg","","0","","DEFAULT","102","Laminating Film     Various Sizes Available","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALINV","","13","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","




","","","","0","0","0","0","0","0","0",""
"SALE_Digital_Print_Vinyl_Easy_Dot_1370","1370mm x 50m Gloss White Digital Print Vinyl for Eco-Solvent, UV & Latex Inks - Easy Apply","NESCHEN EASY DOT","DEFAULT","SALE.jpg","","0","","DEFAULT","102","Laminating Film     Various Sizes Available","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALINV","","0","0","1","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","



","","","","0","0","0","0","0","0","0",""
"SALE_Digital_Print_Vinyl_PP920_1370","1370mm x 50m 4 year Gloss White Digital Print Vinyl for Eco-Solvent, UV & Latex Inks","POLI-PRINT 920","DEFAULT","SALE.jpg","","0","","DEFAULT","102","Laminating Film     Various Sizes Available","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALINV","","0","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","








","","","","0","0","0","0","0","0","0",""
"SALE_Digital_Print_Vinyl_SAV150G_1520","1520mm x 30m Gloss White Digital Print Vinyl for Aqueous Inks","SAV150G","DEFAULT","SALE.jpg","","0","","DEFAULT","102","Laminating Film     Various Sizes Available","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALINV","","1","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","










","","","","0","0","0","0","0","0","0",""
"SALE_Digital_Print_Vinyl_SAV150M_1118","1118mm x 30m Matt White Digital Print Vinyl for Aqueous Inks","SAV150M","DEFAULT","SALE.jpg","","0","","DEFAULT","102","Laminating Film     Various Sizes Available","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALINV","","3","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","











","","","","0","0","0","0","0","0","0",""
"SALE_ENVIRO_LAM_MATT_1370","1370mm x 50m Matt PP Laminating Film - 25 micron","ENVIROLAM MATT","DEFAULT","SALE.jpg","","0","","DEFAULT","102","Laminating Film     Various Sizes Available","0","0","0","0","1","","asset-inventory","cogs-default","income-invitem","","","0","0","LOCALINV","","4","0","0","0","0","A1","C","0","0","0","0","UK_EU_WORLDWIDE","Default Carrier","0","","0","","0","UPSTOOLS","UPSTOOLS","1","1","1","0","1","","ADDON, DEFAULT","








","","","","0","0","0","0","0","0","0",""
