Status,Product,Option,"Website code (old)","Your SKU / Resolution",Price,"What we did / what we need from you"
"DONE - SAGE CODE APPLIED","Roland Smart Knives","Choose type of cutting blade — MSK500F for cutting reflective, glitter, some sandblast films and flock (Red collar)","RSK / MSK-sz03",MSK500F,0.0,"SKU on the site changed from ""RSK / MSK-sz03"" to your Sage code ""MSK500F"". No further action needed."
"PLEASE CLARIFY - INCOMPLETE CODE","Roland Smart Knives","Choose type of cutting blade — MSK500V for cutting thicker materials including laminated vinyl (Purple collar)","RSK / MSK-sz02",MSK,0.0,"Only red row on this product, and unlike its sibling blades (MSK500F, MSK750F, RSK) this just says ""MSK"". Looks truncated - please confirm the full Sage code, or if it should be removed."
"DONE - SAGE CODE APPLIED","Roland Smart Knives","Choose type of cutting blade — MSK750F for cutting the thickest sandblast stencil films (Green collar)","RSK / MSK-sz04",MSK750F,0.0,"SKU on the site changed from ""RSK / MSK-sz04"" to your Sage code ""MSK750F"". No further action needed."
"DONE - SAGE CODE APPLIED","Roland Smart Knives","Choose type of cutting blade — RSK250V for cutting standard vinyl & heat transfer vinyl (Blue collar)","RSK / MSK-sz01",RSK,0.0,"SKU on the site changed from ""RSK / MSK-sz01"" to your Sage code ""RSK"". No further action needed."
"DONE - SAGE CODE APPLIED","Roland TrueVIS Inks","Roland TrueVIS TR2 500ml Black",ROLINKTR-sz04,ROLINKTR2BK,101.0,"SKU on the site changed from ""ROLINKTR-sz04"" to your Sage code ""ROLINKTR2BK"". No further action needed."
"DONE - SAGE CODE APPLIED","Roland TrueVIS Inks","Roland TrueVIS TR2 500ml Cleaning",ROLINKTR-sz09,ROLINKTR2CL,53.0,"SKU on the site changed from ""ROLINKTR-sz09"" to your Sage code ""ROLINKTR2CL"". No further action needed."
"DONE - SAGE CODE APPLIED","Roland TrueVIS Inks","Roland TrueVIS TR2 500ml Cyan",ROLINKTR-sz01,ROLINKTR2CY,101.0,"SKU on the site changed from ""ROLINKTR-sz01"" to your Sage code ""ROLINKTR2CY"". No further action needed."
"DONE - SAGE CODE APPLIED","Roland TrueVIS Inks","Roland TrueVIS TR2 500ml Green",ROLINKTR-sz08,ROLINKTR2GR,101.0,"SKU on the site changed from ""ROLINKTR-sz08"" to your Sage code ""ROLINKTR2GR"". No further action needed."
"DONE - SAGE CODE APPLIED","Roland TrueVIS Inks","Roland TrueVIS TR2 500ml Light Cyan",ROLINKTR-sz05,ROLINKTR2LC,101.0,"SKU on the site changed from ""ROLINKTR-sz05"" to your Sage code ""ROLINKTR2LC"". No further action needed."
"DONE - SAGE CODE APPLIED","Roland TrueVIS Inks","Roland TrueVIS TR2 500ml Light Magenta",ROLINKTR-sz06,ROLINKTR2LM,101.0,"SKU on the site changed from ""ROLINKTR-sz06"" to your Sage code ""ROLINKTR2LM"". No further action needed."
"DONE - SAGE CODE APPLIED","Roland TrueVIS Inks","Roland TrueVIS TR2 500ml Magenta",ROLINKTR-sz02,ROLINKTR2MG,101.0,"SKU on the site changed from ""ROLINKTR-sz02"" to your Sage code ""ROLINKTR2MG"". No further action needed."
"DONE - SAGE CODE APPLIED","Roland TrueVIS Inks","Roland TrueVIS TR2 500ml Orange",ROLINKTR-sz07,ROLINKTR2OR,101.0,"SKU on the site changed from ""ROLINKTR-sz07"" to your Sage code ""ROLINKTR2OR"". No further action needed."
"DONE - SAGE CODE APPLIED","Roland TrueVIS Inks","Roland TrueVIS TR2 500ml Yellow",ROLINKTR-sz03,ROLINKTR2YE,101.0,"SKU on the site changed from ""ROLINKTR-sz03"" to your Sage code ""ROLINKTR2YE"". No further action needed."
"DONE - SAGE CODE APPLIED","Roland Wipers",Felt,"ROLWIPE / 2-sz01",ROLWIPE,12.71,"SKU on the site changed from ""ROLWIPE / 2-sz01"" to your Sage code ""ROLWIPE"". No further action needed."
"DONE - SAGE CODE APPLIED","Roland Wipers",Rubber,"ROLWIPE / 2-sz02",ROLWIPE2,22.0,"SKU on the site changed from ""ROLWIPE / 2-sz02"" to your Sage code ""ROLWIPE2"". No further action needed."
"DONE - SAGE CODE APPLIED","Roll Up Banner Stand 850mm",,8016,BANSTAN,22.25,"SKU on the site changed from ""8016"" to your Sage code ""BANSTAN"". No further action needed."
"DONE - SAGE CODE APPLIED","Rotary Blades for OLFA® RTY2DX Rotary Knife",,RB-45,RB45,34.6,"SKU on the site changed from ""RB-45"" to your Sage code ""RB45"". No further action needed."
"DONE - SAGE CODE APPLIED","Safety and Security 100 :: 1524mm Width",,SS100,SAS1001524,9.3,"SKU on the site changed from ""SS100"" to your Sage code ""SAS1001524"". No further action needed."
"PLEASE CONFIRM - GLITTER CLEANUP","Salmon Glitter",,GL18-sz01,,3.54,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Salmon Glitter",,GL18-sz02,,5.73,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Salmon Glitter",,GL18-sz03,,7.98,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Salmon Glitter",,GL18-sz04,,8.19,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Salmon Glitter",,GL18-sz05,,40.95,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Salmon Glitter",,GL18-sz06,,11.4,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Salmon Glitter",,GL18-sz07,,57.0,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Salmon Glitter",,GL18-sz08,,18.24,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Salmon Glitter",,GL18-sz09,,91.2,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"FYI - CODE ALREADY ON THE PRODUCT","Salmon Glitter","1220mm wide — per 30 metre roll",GL18-sz11,GL18,987.0,"Sage code ""GL18"" is already set on the main product record, and WooCommerce will not let an option carry the same SKU as its parent. So the code IS on the site, just at product level. Flagging in case you need it on this specific option instead."
"NEEDS DECISION - NOT A SAGE CODE","Salmon Glitter","1220mm wide — per metre",GL18-sz10,"Q DISC FOR 30",34.64,"The SKU/Resolution box has an instruction rather than a code (""Q DISC FOR 30""), so we could not apply it. Please confirm the actual Sage code for this line (and we will handle the pricing/quantity rule separately)."
"PLEASE CONFIRM - DELETE FROM SITE?","Self-adhesive Gloss Vinyl","1067mm x 30m Roll",SAV150G-sz03,,232.0,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"PLEASE CONFIRM - DELETE FROM SITE?","Self-adhesive Gloss Vinyl","1524mm x 30m Roll",SAV150G-sz04,,293.0,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"PLEASE CONFIRM - DELETE FROM SITE?","Self-adhesive Matte Vinyl","1067mm x 30m Roll",Aqueous_Vinyl-sz03,,105.2,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"PLEASE CONFIRM - DELETE FROM SITE?","Self-adhesive Matte Vinyl","1118mm x 30m Roll",Aqueous_Vinyl-sz04,,122.9,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"PLEASE CONFIRM - DELETE FROM SITE?","Self-adhesive Matte Vinyl","1270mm x 30m Roll",Aqueous_Vinyl-sz05,,125.4,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"PLEASE CONFIRM - DELETE FROM SITE?","Self-adhesive Matte Vinyl","1520mm x 30m Roll",Aqueous_Vinyl-sz06,,153.6,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"PLEASE CONFIRM - DELETE FROM SITE?","Self-adhesive Matte Vinyl","610mm x 30m Roll",Aqueous_Vinyl-sz01,,62.9,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"PLEASE CONFIRM - DELETE FROM SITE?","Self-adhesive Matte Vinyl","914mm x 30m Roll",Aqueous_Vinyl-sz02,,90.9,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"PLEASE CONFIRM - DELETE FROM SITE?","Self-adhesive Wallcovering","1270mm x 30m Roll",DIGI-FABAQ-sz04,,255.9,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"PLEASE CONFIRM - DELETE FROM SITE?","Self-adhesive Wallcovering","1524mm x 30m Roll",DIGI-FABAQ-sz05,,307.0,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"DONE - SAGE CODE APPLIED","Signal Red Flock Heat Transfer Vinyl",,210,7530500,11.56,"SKU on the site changed from ""210"" to your Sage code ""7530500"". No further action needed."
"PLEASE CONFIRM - DELETE FROM SITE?","Signmaking Vinyl and Films","ASLAN Whiteboard / Ferrous Film 1010mm x 12m",SALE_FF550_1010,,220.0,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"PLEASE CONFIRM - DELETE FROM SITE?","Signmaking Vinyl and Films","ASLAN Whiteboard / Ferrous Film 1370mm x 2m",SALE_FF550_1370_2,,30.0,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"PLEASE CONFIRM - DELETE FROM SITE?","Signmaking Vinyl and Films","ASLAN Whiteboard / Ferrous Film 1370mm x 3m",SALE_FF550_1370_3,,45.0,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"PLEASE CONFIRM - DELETE FROM SITE?","Signmaking Vinyl and Films","ASLAN Whiteboard Vinyl Easy Apply 1370mm x 5m",SALE_WBL995_1370,,50.25,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"PLEASE CONFIRM - DELETE FROM SITE?","Signmaking Vinyl and Films","ASLAN Whiteboard Vinyl Easy Apply 1370mm x 5m PVC FREE",SALE_WBL998_1370,,52.75,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"PLEASE CONFIRM - DELETE FROM SITE?","Signmaking Vinyl and Films","Ritrama Azurite Gemstone Cast Sign Vinyl 1220mm x 5m",SALE_7667_1220,,48.5,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"PLEASE CONFIRM - DELETE FROM SITE?","Signmaking Vinyl and Films","Ritrama Gloss Nut Brown Polymeric Sign Vinyl 1260mm x 10m",SALE_SC447_1260,,25.0,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"PLEASE CONFIRM - DELETE FROM SITE?","Signmaking Vinyl and Films","Ritrama Gloss Wine Red Polymeric Sign Vinyl 1260mm x 10m",SALE_SC436_1260,,25.0,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"PLEASE CONFIRM - DELETE FROM SITE?","Signmaking Vinyl and Films","Swing Board with Poster Panel",SALE_SW2P,,45.5,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"PLEASE CONFIRM - DELETE FROM SITE?","Sihl Rocket Photo Paper PE 190","Choose Finish Below — Gloss",PE190-sz01,,0.0,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"PLEASE CONFIRM - DELETE FROM SITE?","Sihl Rocket Photo Paper PE 190","Choose Finish Below — Satin",PE190-sz02,,0.0,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"PLEASE CONFIRM - DELETE FROM SITE?","Sihl Rocket Photo Paper PE 190","Select Size of Roll — 1067mm x 60m Roll",PE190-sz05,,129.0,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"PLEASE CONFIRM - DELETE FROM SITE?","Sihl Rocket Photo Paper PE 190","Select Size of Roll — 1270mm x 30m Roll",PE190-sz06,,83.5,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"PLEASE CONFIRM - DELETE FROM SITE?","Sihl Rocket Photo Paper PE 190","Select Size of Roll — 1524mm x 30m Roll",PE190-sz07,,97.9,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"PLEASE CONFIRM - DELETE FROM SITE?","Sihl Rocket Photo Paper PE 190","Select Size of Roll — 610mm x 60m Roll",PE190-sz03,,74.5,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"PLEASE CONFIRM - DELETE FROM SITE?","Sihl Rocket Photo Paper PE 190","Select Size of Roll — 914mm x 60m Roll",PE190-sz04,,109.7,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"DONE - SAGE CODE APPLIED","Silva-Lite Pro Reflective Flex",,8470,8470500,9.88,"SKU on the site changed from ""8470"" to your Sage code ""8470500"". No further action needed."
"PLEASE CONFIRM - DELETE FROM SITE?","Silver Carbon Heat Transfer Vinyl","500mm wide — per 25 metre roll",4221-sz02,,217.25,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"PLEASE CONFIRM - DELETE FROM SITE?","Silver Carbon Heat Transfer Vinyl","500mm wide — per metre",4221-sz01,,9.65,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"PLEASE CONFIRM - GLITTER CLEANUP","Silver Glitter",,GL7-sz01,,3.54,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Silver Glitter",,GL7-sz02,,5.73,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Silver Glitter",,GL7-sz03,,7.98,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Silver Glitter",,GL7-sz04,,8.19,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Silver Glitter",,GL7-sz05,,40.95,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Silver Glitter",,GL7-sz06,,11.4,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Silver Glitter",,GL7-sz07,,57.0,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Silver Glitter",,GL7-sz08,,18.24,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"PLEASE CONFIRM - GLITTER CLEANUP","Silver Glitter",,GL7-sz09,,91.2,"You marked these older duplicate option rows red but left the ""per metre"" / ""per 30 metre roll"" rows alone. We read that as ""keep the product, drop these old options"" - please confirm before we remove them."
"FYI - CODE ALREADY ON THE PRODUCT","Silver Glitter","1220mm wide — per 30 metre roll",GL7-sz11,GL7,987.0,"Sage code ""GL7"" is already set on the main product record, and WooCommerce will not let an option carry the same SKU as its parent. So the code IS on the site, just at product level. Flagging in case you need it on this specific option instead."
"NEEDS DECISION - NOT A SAGE CODE","Silver Glitter","1220mm wide — per metre",GL7-sz10,"Q DISC FOR 30",34.64,"The SKU/Resolution box has an instruction rather than a code (""Q DISC FOR 30""), so we could not apply it. Please confirm the actual Sage code for this line (and we will handle the pricing/quantity rule separately)."
"CONFLICT - CODE USED ELSEWHERE","Silver Turbo Heat Transfer Vinyl","500mm wide — per 25 metre roll",4930-sz02,4930500,153.75,"Sage code ""4930500"" is already in use by a different item on the site (""Silver Turbo Heat Transfer Vinyl - 500mm wide — per metre""). Please confirm which product should own this code."
"NEEDS DECISION - NOT A SAGE CODE","Silver Turbo Heat Transfer Vinyl","Size / Format — 500mm x 1000mm",4930-sz03,"Q DISC FOR 25",6.92,"The SKU/Resolution box has an instruction rather than a code (""Q DISC FOR 25""), so we could not apply it. Please confirm the actual Sage code for this line (and we will handle the pricing/quantity rule separately)."
"PLEASE CONFIRM - DELETE FROM SITE?","Sky Blue Flock Heat Transfer Vinyl",,320,,11.56,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"NEEDS DECISION - MULTIPLE CODES","Slate Charcoal Non-reflective Film :: 1524mm Width",,"SC05 / SC35 / SC50","SC051524 / SC351524 / SC501524",9.3,"You listed more than one Sage code here (""SC051524 / SC351524 / SC501524""). A single WooCommerce item can only carry one SKU, so this needs splitting into separate products/variations by width or length - same as we did for the VinylEfx 7901. Please confirm the split and which code goes to which."
"PLEASE CONFIRM - DELETE FROM SITE?","Slate Charcoal Non-reflective Film :: 508mm Width",,12003,,3.0,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"DONE - SAGE CODE APPLIED","Snap Off Blades for OLFA®  SAC1 Graphic Precision Knife",,SAB-10,SAB,4.0,"SKU on the site changed from ""SAB-10"" to your Sage code ""SAB"". No further action needed."
"DONE - SAGE CODE APPLIED","Softline Turbo Squeegee","Straight 240mm",S.7-sz02,S.7-SE,17.5,"SKU on the site changed from ""S.7-sz02"" to your Sage code ""S.7-SE"". No further action needed."
"DONE - SAGE CODE APPLIED","Softline Turbo Squeegee","Wedge 140mm",S.7-sz01,S.7-WSE,14.6,"SKU on the site changed from ""S.7-sz01"" to your Sage code ""S.7-WSE"". No further action needed."
"DONE - SAGE CODE APPLIED","SOTT BlueMax Squeegee",,BLUEMAX,SOTTMAX,9.9,"SKU on the site changed from ""BLUEMAX"" to your Sage code ""SOTTMAX"". No further action needed."
"NEEDS DECISION - MULTIPLE CODES","Stabilo Aquarellable Pencils",,CHI,"CHIW / CHIBLACK / CHIBLUE / CHIYELLOW / CHIMIX",16.9,"You listed more than one Sage code here (""CHIW / CHIBLACK / CHIBLUE / CHIYELLOW / CHIMIX""). A single WooCommerce item can only carry one SKU, so this needs splitting into separate products/variations by width or length - same as we did for the VinylEfx 7901. Please confirm the split and which code goes to which."
"DONE - SAGE CODE APPLIED","Summa Plotter Cutting Blades","SD 450V :: Drag Vinyl blade :: £13.55",Summa_Plotter_Blade-sz01,SD450V,13.55,"SKU on the site changed from ""Summa_Plotter_Blade-sz01"" to your Sage code ""SD450V"". No further action needed."
"PLEASE CONFIRM - DELETE FROM SITE?","Summa Plotter Cutting Blades","SD 750F :: For Flock blade :: £13.55",Summa_Plotter_Blade-sz02,,13.55,"Marked red with no SKU/Resolution entered - we read this as ""no longer applicable"". Please confirm we can remove it."
"DONE - SAGE CODE APPLIED","Summa Plotter Cutting Blades","SD 750R :: For Rubber Sandblast Film",Summa_Plotter_Blade-sz03,SD750R,15.6,"SKU on the site changed from ""Summa_Plotter_Blade-sz03"" to your Sage code ""SD750R"". No further action needed."
"DONE - SAGE CODE APPLIED","Summa Plotter Cutting Blades","SNV :: Tangential Vinyl Blade",Summa_Plotter_Blade-sz04,SNV,16.75,"SKU on the site changed from ""Summa_Plotter_Blade-sz04"" to your Sage code ""SNV"". No further action needed."
"NEEDS DECISION - NOT A SAGE CODE","Summa Smart Knives","Choose new or exchange knife — Exchange Smart Knife",HSK-sz05,(OPTION),12.5,"The SKU/Resolution box has an instruction rather than a code (""(OPTION)""), so we could not apply it. Please confirm the actual Sage code for this line (and we will handle the pricing/quantity rule separately)."
"NEEDS DECISION - NOT A SAGE CODE","Summa Smart Knives","Choose new or exchange knife — New Smart Knife",HSK-sz04,(OPTION),25.0,"The SKU/Resolution box has an instruction rather than a code (""(OPTION)""), so we could not apply it. Please confirm the actual Sage code for this line (and we will handle the pricing/quantity rule separately)."
"DONE - SAGE CODE APPLIED","Summa Smart Knives","Choose type of cutting blade — HSK450F for cutting thicker materials including laminated vinyl, reflective, glitter, some sandblast films and flock (Red collar)",HSK-sz02,HSK450F,0.0,"SKU on the site changed from ""HSK-sz02"" to your Sage code ""HSK450F"". No further action needed."
"DONE - SAGE CODE APPLIED","Summa Smart Knives","Choose type of cutting blade — HSK450V for cutting standard vinyl & heat transfer vinyl (Blue collar)",HSK-sz01,HSK450V,0.0,"SKU on the site changed from ""HSK-sz01"" to your Sage code ""HSK450V"". No further action needed."
"DONE - SAGE CODE APPLIED","Summa Smart Knives","Choose type of cutting blade — HSK750F for cutting the thickest sandblast stencil films (Green collar)",HSK-sz03,HSK750F,0.0,"SKU on the site changed from ""HSK-sz03"" to your Sage code ""HSK750F"". No further action needed."
"DONE - SAGE CODE APPLIED","Swann Morton No:10A Scalpel Blades",,"No: 10A Blades",B,14.8,"SKU on the site changed from ""No: 10A Blades"" to your Sage code ""B"". No further action needed."
"DONE - SAGE CODE APPLIED","Swann Morton No:11 Scalpel Blades",,"No: 11 Blades",B1,14.8,"SKU on the site changed from ""No: 11 Blades"" to your Sage code ""B1"". No further action needed."
"DONE - SAGE CODE APPLIED","Swann Morton No:2 ACM Scalpel Blades",,"No: 2ACM Blades",B3,2.7,"SKU on the site changed from ""No: 2ACM Blades"" to your Sage code ""B3"". No further action needed."
"DONE - SAGE CODE APPLIED","Swann Morton No:2 ACM Scalpel Handle with blade and blade guard",,"No: 2ACM Handle",H3,6.1,"SKU on the site changed from ""No: 2ACM Handle"" to your Sage code ""H3"". No further action needed."
"DONE - SAGE CODE APPLIED","Swann Morton No:3 Scalpel Handle",,"No: 3 Handle",H,6.4,"SKU on the site changed from ""No: 3 Handle"" to your Sage code ""H"". No further action needed."
"DONE - SAGE CODE APPLIED","Swann Morton No:5A ACM Scalpel Handle with 5 x 10A blades",,"No: 5 Handle",H4,10.3,"SKU on the site changed from ""No: 5 Handle"" to your Sage code ""H4"". No further action needed."
"FYI - CODE ALREADY ON THE PRODUCT","TransPrint for Image Flex Pro :: 500mm x 25m","909 Medium Tack",909-sz01,909,51.3,"Sage code ""909"" is already set on the main product record, and WooCommerce will not let an option carry the same SKU as its parent. So the code IS on the site, just at product level. Flagging in case you need it on this specific option instead."
"DONE - SAGE CODE APPLIED","TransPrint for Image Flex Pro :: 500mm x 25m","909HT High Tack",909-sz02,909HT,51.3,"SKU on the site changed from ""909-sz02"" to your Sage code ""909HT"". No further action needed."
"DONE - SAGE CODE APPLIED","TransPrint for Image Flex Pro :: 500mm x 25m","909L Medium Tack with Liner",909-sz03,909L,66.0,"SKU on the site changed from ""909-sz03"" to your Sage code ""909L"". No further action needed."
"DONE - REMOVED FROM SITE","U20 Cement Dark","full roll - 1220mm x 50 mtr","Cover Styl' U20-sz02",,1496.25,"Removed as confirmed (Cover Styl' colour / obsolete). Listed for your records only."
"DONE - REMOVED FROM SITE","U20 Cement Dark","part roll - price per mtr at 1220mm","Cover Styl' U20-sz01",,33.25,"Removed as confirmed (Cover Styl' colour / obsolete). Listed for your records only."
"DONE - SAGE CODE APPLIED",Ultracrystaline,"1310mm x 50m Perm / Removable - reverse wound",ULT-sz03,ULT1310R,305.5,"SKU on the site changed from ""ULT-sz03"" to your Sage code ""ULT1310R"". No further action needed."
"NEEDS DECISION - MULTIPLE CODES","Vinyl Efx Outdoor Smooth Silver","or 1220mm wide — full 45.7 mtr roll",E3101-sz02,"3101D1220 / 3101D610",912.17,"You listed more than one Sage code here (""3101D1220 / 3101D610""). A single WooCommerce item can only carry one SKU, so this needs splitting into separate products/variations by width or length - same as we did for the VinylEfx 7901. Please confirm the split and which code goes to which."
"STILL NEEDS A SAGE CODE","Vinyl Efx Outdoor Smooth Silver","or 1220mm wide — part roll - per mtr",E3101-sz01,,22.68,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"STILL NEEDS A SAGE CODE","Vinyl Efx Outdoor Smooth Silver","Size / Format — full 45.7 mtr roll",E3101-sz04,,456.09,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"STILL NEEDS A SAGE CODE","Vinyl Efx Outdoor Smooth Silver","Size / Format — part roll - price per mtr",E3101-sz03,,11.34,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"NEEDS DECISION - MULTIPLE CODES","VinylEfx Indoor Fine Brushed Gold","or 1220mm wide — full 45.7 mtr roll",S6502-sz04,"65021220 / 6502610",452.43,"You listed more than one Sage code here (""65021220 / 6502610""). A single WooCommerce item can only carry one SKU, so this needs splitting into separate products/variations by width or length - same as we did for the VinylEfx 7901. Please confirm the split and which code goes to which."
"STILL NEEDS A SAGE CODE","VinylEfx Indoor Fine Brushed Gold","or 1220mm wide — part roll - per mtr",S6502-sz03,,11.24,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"STILL NEEDS A SAGE CODE","VinylEfx Indoor Fine Brushed Gold","Size / Format — full 45.7 mtr roll",S6502-sz02,,226.22,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"STILL NEEDS A SAGE CODE","VinylEfx Indoor Fine Brushed Gold","Size / Format — part roll - price per mtr",S6502-sz01,,5.62,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"NEEDS DECISION - MULTIPLE CODES","VinylEfx Indoor Fine Brushed Rose Gold","or 1220mm wide — full 45.7 mtr roll",S6562-sz13,"65621220 / 6562610",452.43,"You listed more than one Sage code here (""65621220 / 6562610""). A single WooCommerce item can only carry one SKU, so this needs splitting into separate products/variations by width or length - same as we did for the VinylEfx 7901. Please confirm the split and which code goes to which."
"STILL NEEDS A SAGE CODE","VinylEfx Indoor Fine Brushed Rose Gold","or 1220mm wide — part roll - per mtr",S6562-sz12,,11.24,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"STILL NEEDS A SAGE CODE","VinylEfx Indoor Fine Brushed Rose Gold","Size / Format — full 45.7 mtr roll",S6562-sz11,,226.22,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
"STILL NEEDS A SAGE CODE","VinylEfx Indoor Fine Brushed Rose Gold","Size / Format — part roll - price per mtr",S6562-sz10,,5.62,"Not marked red and no SKU/Resolution filled in - we still need the Sage code for this one."
